V1,annot,order,cluster,cluster_annot
JAAOHU010000009.1_15,"",522,--- Cluster 89,""
Gairdner_NODE_167_length_41210_cov_9.888325_15,"",523,--- Cluster 89,""
CP101161.1_3048,"",525,--- Cluster 90,""
CP119801.1_59,,527,--- Cluster 91,""
FNFE01000011.1_15,"",529,--- Cluster 92,""
JAJCVI010000002.1_585,,531,--- Cluster 93,""
CP101158.1_64,"",533,--- Cluster 94,""
KX687704.1_39,,535,--- Cluster 95,""
QKNW01000002.1_10,,537,--- Cluster 96,""
Eyresouth_NODE_101_length_48437_cov_7.17035_13,"",539,--- Cluster 97,""
Frome_NODE_383_length_24936_cov_4.316346_5,"",540,--- Cluster 97,""
RJJW01000001.1_17,,542,--- Cluster 98,""
CP019329.1_77,ORF8.faa,544,--- Cluster 99,ORF8.faa
FNFE01000011.1_22,ORF8.faa,545,--- Cluster 99,ORF8.faa
NC_015659.1_99,ORF8.faa,546,--- Cluster 99,ORF8.faa
NC_013748.1_12,ORF8.faa,547,--- Cluster 99,ORF8.faa
Gairdner_NODE_167_length_41210_cov_9.888325_30,ORF8.faa,548,--- Cluster 99,ORF8.faa
CP101158.1_76,ORF8.faa,549,--- Cluster 99,ORF8.faa
FNFE01000011.1_21,ORF8.faa,550,--- Cluster 99,ORF8.faa
AOJE01000051.1_47,ORF8.faa,551,--- Cluster 99,ORF8.faa
KX687704.1_9,ORF8.faa,552,--- Cluster 99,ORF8.faa
KX906370.1_90,ORF8.faa,553,--- Cluster 99,ORF8.faa
CP119801.1_43,ORF8.faa,554,--- Cluster 99,ORF8.faa
WSZK01000033.1_34,ORF8.faa,555,--- Cluster 99,ORF8.faa
AOIP01000022.1_46,,557,--- Cluster 100,""
BBJN01000020.1_52,,559,--- Cluster 101,""
AOIO01000049.1_82,,561,--- Cluster 102,""
WSZK01000033.1_41,"",563,--- Cluster 103,""
Gairdner_NODE_107_length_49922_cov_74.384603_8,"",564,--- Cluster 103,""
JAJCVI010000002.1_547,,565,--- Cluster 103,""
QKNW01000002.1_45,"",566,--- Cluster 103,""
CP095494.1_29,"",567,--- Cluster 103,""
BBJN01000020.1_28,"",568,--- Cluster 103,""
SJER01000008.1_125,"",569,--- Cluster 103,""
CP084476.1_84,,570,--- Cluster 103,""
LWLN01000003.1_4,,571,--- Cluster 103,""
JDTG01000019.1_72,"",572,--- Cluster 103,""
NC_013748.1_3,,573,--- Cluster 103,""
AOIO01000049.1_84,"",574,--- Cluster 103,""
AOIP01000022.1_18,"",575,--- Cluster 103,""
CP119801.1_54,,576,--- Cluster 103,""
CP101158.1_70,"",577,--- Cluster 103,""
CP100004.1_13,"",579,--- Cluster 104,""
KX687704.1_36,,581,--- Cluster 105,""
KX906370.1_118,,582,--- Cluster 105,""
SRIF01000015.1_51,,584,--- Cluster 106,""
AOLZ01000012.1_10,,586,--- Cluster 107,""
CP019286.1_60,,587,--- Cluster 107,""
FOXI01000018.1_33,,588,--- Cluster 107,""
JAJCVI010000002.1_552,"",589,--- Cluster 107,""
JAANTI010000009.1_21,"",590,--- Cluster 107,""
NC_015659.1_96,ORF10.faa,592,--- Cluster 108,ORF10.faa
LWLN01000003.1_16,ORF10.faa,593,--- Cluster 108,ORF10.faa
CP119801.1_42,ORF10.faa,594,--- Cluster 108,ORF10.faa
CP084476.1_66,ORF10.faa,595,--- Cluster 108,ORF10.faa
CP031299.1_15,ORF10.faa,596,--- Cluster 108,ORF10.faa
JDTG01000019.1_88,ORF10.faa,597,--- Cluster 108,ORF10.faa
CP099999.1_38,ORF10.faa,598,--- Cluster 108,ORF10.faa
CP019329.1_72,ORF10.faa,599,--- Cluster 108,ORF10.faa
AOIP01000022.1_24,ORF10.faa,600,--- Cluster 108,ORF10.faa
AOIO01000049.1_95,ORF10.faa,601,--- Cluster 108,ORF10.faa
CP095494.1_37,ORF10.faa,602,--- Cluster 108,ORF10.faa
FNFE01000011.1_24,ORF10.faa,603,--- Cluster 108,ORF10.faa
QKNW01000002.1_3,,605,--- Cluster 109,""
SJER01000008.1_141,"",607,--- Cluster 110,""
JAAOHU010000009.1_57,"",608,--- Cluster 110,""
JAJCVI010000007.1_27,"",609,--- Cluster 110,""
SRIF01000015.1_60,"",610,--- Cluster 110,""
CP095494.1_49,"",611,--- Cluster 110,""
CP119801.1_30,"",612,--- Cluster 110,""
CP101158.1_89,"",613,--- Cluster 110,""
AOJE01000051.1_24,"",614,--- Cluster 110,""
NC_015659.1_87,"",615,--- Cluster 110,""
LWLN01000003.1_26,"",616,--- Cluster 110,""
CP019329.1_62,"",617,--- Cluster 110,""
AOLZ01000012.1_32,"",618,--- Cluster 110,""
CP019286.1_37,"",619,--- Cluster 110,""
CP099999.1_29,"",620,--- Cluster 110,""
FNFE01000011.1_35,"",621,--- Cluster 110,""
RJJW01000001.1_18,,623,--- Cluster 111,""
WSZK01000033.1_8,,625,--- Cluster 112,""
CP019329.1_73,"",627,--- Cluster 113,""
JAJCVI010000007.1_16,ORF10.faa,629,--- Cluster 114,ORF10.faa
SJER01000008.1_131,ORF10.faa,630,--- Cluster 114,ORF10.faa
WSZK01000033.1_33,ORF10.faa,631,--- Cluster 114,ORF10.faa
CP095494.1_57,,633,--- Cluster 115,""
CP095494.1_18,,635,--- Cluster 116,""
CP101158.1_77,ORF10.faa,637,--- Cluster 117,ORF10.faa
AOIR01000042.1_41,"",639,--- Cluster 118,""
CP101161.1_3053,"",640,--- Cluster 118,""
QKNW01000002.1_23,"",642,--- Cluster 119,""
Eyresouth_NODE_101_length_48437_cov_7.17035_25,"",643,--- Cluster 119,""
Frome_NODE_383_length_24936_cov_4.316346_17,"",644,--- Cluster 119,""
Eyre_NODE_236_length_33155_cov_19.932_29,"",645,--- Cluster 119,""
RJJW01000001.1_43,"",646,--- Cluster 119,""
BBJN01000020.1_35,ORF10.faa,648,--- Cluster 120,ORF10.faa
SRIF01000015.1_74,ORF10.faa,649,--- Cluster 120,ORF10.faa
Eyre_NODE_236_length_33155_cov_19.932_39,ORF10.faa,650,--- Cluster 120,ORF10.faa
FOXI01000018.1_52,ORF10.faa,651,--- Cluster 120,ORF10.faa
JAANTI010000009.1_3,ORF10.faa,652,--- Cluster 120,ORF10.faa
WSZK01000033.1_24,"",654,--- Cluster 121,""
CP084476.1_73,"",656,--- Cluster 122,""
Eyre_NODE_236_length_33155_cov_19.932_42,"",657,--- Cluster 122,""
AOJE01000051.1_44,"",658,--- Cluster 122,""
JAAOHU010000009.1_1,"",659,--- Cluster 122,""
AOIO01000049.1_92,"",660,--- Cluster 122,""
Eyresouth_NODE_101_length_48437_cov_7.17035_12,"",661,--- Cluster 122,""
Frome_NODE_383_length_24936_cov_4.316346_4,"",662,--- Cluster 122,""
CP031299.1_12,"",663,--- Cluster 122,""
JDTG01000019.1_85,"",664,--- Cluster 122,""
JAAOHU010000009.1_67,ORF10.faa,666,--- Cluster 123,ORF10.faa
CP100004.1_4,ORF10.faa,667,--- Cluster 123,ORF10.faa
LWLN01000003.1_38,"",669,--- Cluster 124,""
NC_013748.1_32,"",670,--- Cluster 124,""
NC_013748.1_35,,672,--- Cluster 125,""
SRIF01000015.1_63,"",674,--- Cluster 126,""
AOJE01000025.1_20,,676,--- Cluster 127,""
Eyresouth_NODE_101_length_48437_cov_7.17035_15,ORF10.faa,678,--- Cluster 128,ORF10.faa
Frome_NODE_383_length_24936_cov_4.316346_7,ORF10.faa,679,--- Cluster 128,ORF10.faa
QKNW01000002.1_35,ORF10.faa,680,--- Cluster 128,ORF10.faa
Gairdner_NODE_107_length_49922_cov_74.384603_16,ORF10.faa,681,--- Cluster 128,ORF10.faa
AOIP01000022.1_10,,683,--- Cluster 129,""
AOLZ01000012.1_11,,684,--- Cluster 129,""
CP019286.1_59,,685,--- Cluster 129,""
QKNW01000002.1_46,"",686,--- Cluster 129,""
CP101158.1_68,"",687,--- Cluster 129,""
Gairdner_NODE_167_length_41210_cov_9.888325_13,,688,--- Cluster 129,""
BBJN01000020.1_23,,689,--- Cluster 129,""
JAJCVI010000002.1_546,,690,--- Cluster 129,""
WSZK01000033.1_43,,691,--- Cluster 129,""
QKNW01000002.1_7,,692,--- Cluster 129,""
SRIF01000015.1_87,,693,--- Cluster 129,""
AOIO01000049.1_109,"",695,--- Cluster 130,""
AOIP01000022.1_33,"",696,--- Cluster 130,""
CP100004.1_16,"",697,--- Cluster 130,""
AOIR01000042.1_54,"",698,--- Cluster 130,""
CP031299.1_25,"",699,--- Cluster 130,""
CP084476.1_55,"",700,--- Cluster 130,""
JDTG01000019.1_98,"",701,--- Cluster 130,""
LOAJ01000002.1_47,"",702,--- Cluster 130,""
NC_013748.1_26,"",703,--- Cluster 130,""
KX687704.1_23,"",704,--- Cluster 130,""
KX906370.1_104,"",705,--- Cluster 130,""
AOJE01000025.1_38,"",706,--- Cluster 130,""
BBJN01000020.1_44,"",707,--- Cluster 130,""
FOXI01000018.1_42,"",708,--- Cluster 130,""
JAANTI010000009.1_13,"",709,--- Cluster 130,""
CP101161.1_3066,"",710,--- Cluster 130,""
Gairdner_NODE_167_length_41210_cov_9.888325_21,"",711,--- Cluster 130,""
JAJCVI010000002.1_568,"",712,--- Cluster 130,""
Gairdner_NODE_107_length_49922_cov_74.384603_27,"",713,--- Cluster 130,""
RJJW01000001.1_32,ORF10.faa,715,--- Cluster 131,ORF10.faa
AOLZ01000012.1_5,,717,--- Cluster 132,""
CP019286.1_65,,718,--- Cluster 132,""
CP101161.1_3058,ORF10.faa,720,--- Cluster 133,ORF10.faa
JAJCVI010000002.1_560,ORF10.faa,721,--- Cluster 133,ORF10.faa
AOJE01000025.1_30,ORF10.faa,722,--- Cluster 133,ORF10.faa
AOIR01000042.1_46,ORF10.faa,723,--- Cluster 133,ORF10.faa
Gairdner_NODE_167_length_41210_cov_9.888325_29,ORF10.faa,724,--- Cluster 133,ORF10.faa
SRIF01000015.1_80,"",726,--- Cluster 134,""
QKNW01000002.1_42,"",727,--- Cluster 134,""
CP095494.1_22,,729,--- Cluster 135,""
AOLZ01000012.1_42,,731,--- Cluster 136,""
CP019286.1_27,,732,--- Cluster 136,""
BBJN01000020.1_56,,734,--- Cluster 137,""
CP101158.1_71,"",736,--- Cluster 138,""
SJER01000008.1_145,"",738,--- Cluster 139,""
RJJW01000001.1_47,"",739,--- Cluster 139,""
AOIO01000049.1_113,"",740,--- Cluster 139,""
AOIP01000022.1_37,"",741,--- Cluster 139,""
NC_015659.1_83,"",742,--- Cluster 139,""
LWLN01000003.1_30,"",743,--- Cluster 139,""
NC_013748.1_30,"",744,--- Cluster 139,""
CP031299.1_29,"",745,--- Cluster 139,""
CP084476.1_51,"",746,--- Cluster 139,""
JDTG01000019.1_102,"",747,--- Cluster 139,""
AOLZ01000012.1_36,"",748,--- Cluster 139,""
CP019286.1_33,"",749,--- Cluster 139,""
QKNW01000002.1_19,"",750,--- Cluster 139,""
LWLN01000003.1_9,"",752,--- Cluster 140,""
JAJCVI010000002.1_583,,754,--- Cluster 141,""
RJJW01000001.1_20,,756,--- Cluster 142,""
AOIR01000042.1_22,,758,--- Cluster 143,""
AOIR01000042.1_23,,759,--- Cluster 143,""
Gairdner_NODE_167_length_41210_cov_9.888325_5,,761,--- Cluster 144,""
CP101158.1_100,,763,--- Cluster 145,""
AOIO01000049.1_81,,765,--- Cluster 146,""
AOJE01000025.1_55,,767,--- Cluster 147,""
Eyresouth_NODE_101_length_48437_cov_7.17035_39,,769,--- Cluster 148,""
SRIF01000015.1_73,"",770,--- Cluster 148,""
CP031299.1_11,"",771,--- Cluster 148,""
JDTG01000019.1_84,"",772,--- Cluster 148,""
CP101158.1_94,"",774,--- Cluster 149,""
AOJE01000025.1_16,,776,--- Cluster 150,""
AOJE01000025.1_43,"",778,--- Cluster 151,""
BBJN01000020.1_60,,780,--- Cluster 152,""
CP084476.1_67,"",782,--- Cluster 153,""
JAJCVI010000007.1_3,,784,--- Cluster 154,""
CP019329.1_90,"",786,--- Cluster 155,""
NC_013748.1_4,"",788,--- Cluster 156,""
QKNW01000002.1_54,"",790,--- Cluster 157,""
KX687704.1_37,,792,--- Cluster 158,""
JAAOHU010000009.1_48,"",793,--- Cluster 158,""
CP019329.1_53,,795,--- Cluster 159,""
AOLZ01000012.1_37,"",796,--- Cluster 159,""
CP019286.1_32,"",797,--- Cluster 159,""
CP084476.1_49,"",798,--- Cluster 159,""
LWLN01000003.1_33,"",799,--- Cluster 159,""
SRIF01000015.1_47,,800,--- Cluster 159,""
CP031299.1_31,"",801,--- Cluster 159,""
JDTG01000019.1_104,"",802,--- Cluster 159,""
Gairdner_NODE_107_length_49922_cov_74.384603_37,,803,--- Cluster 159,""
CP031299.1_34,"",804,--- Cluster 159,""
JDTG01000019.1_107,,805,--- Cluster 159,""
CP119801.1_21,,806,--- Cluster 159,""
Gairdner_NODE_167_length_41210_cov_9.888325_44,,807,--- Cluster 159,""
CP019286.1_26,,808,--- Cluster 159,""
JAJCVI010000007.1_19,"",810,--- Cluster 160,""
CP119801.1_40,"",811,--- Cluster 160,""
SJER01000008.1_133,"",812,--- Cluster 160,""
JAAOHU010000009.1_65,"",813,--- Cluster 160,""
CP095494.1_40,"",814,--- Cluster 160,""
SRIF01000015.1_71,"",815,--- Cluster 160,""
AOJE01000051.1_49,"",817,--- Cluster 161,""
CP101161.1_3078,,819,--- Cluster 162,""
JAJCVI010000007.1_10,"",821,--- Cluster 163,""
QKNW01000002.1_9,,823,--- Cluster 164,""
AOJE01000025.1_45,"",825,--- Cluster 165,""
LOAJ01000002.1_73,"",827,--- Cluster 166,""
KX906370.1_73,,828,--- Cluster 166,""
CP095494.1_19,,830,--- Cluster 167,""
JDTG01000019.1_77,"",832,--- Cluster 168,""
CP019329.1_78,ORF8.faa,834,--- Cluster 169,ORF8.faa
CP095494.1_36,ORF8.faa,835,--- Cluster 169,ORF8.faa
NC_015659.1_100,ORF8.faa,836,--- Cluster 169,ORF8.faa
AOLZ01000012.1_21,ORF8.faa,837,--- Cluster 169,ORF8.faa
CP019286.1_48,ORF8.faa,838,--- Cluster 169,ORF8.faa
NC_013748.1_11,ORF8.faa,839,--- Cluster 169,ORF8.faa
LOAJ01000002.1_59,ORF8.faa,840,--- Cluster 169,ORF8.faa
AOIO01000049.1_90,ORF8.faa,841,--- Cluster 169,ORF8.faa
CP084476.1_74,ORF8.faa,842,--- Cluster 169,ORF8.faa
JDTG01000019.1_83,ORF8.faa,843,--- Cluster 169,ORF8.faa
AOIP01000022.1_23,ORF8.faa,844,--- Cluster 169,ORF8.faa
CP099999.1_39,ORF8.faa,845,--- Cluster 169,ORF8.faa
JAAOHU010000009.1_2,ORF8.faa,846,--- Cluster 169,ORF8.faa
CP031299.1_10,ORF8.faa,847,--- Cluster 169,ORF8.faa
BBJN01000020.1_20,,849,--- Cluster 170,""
RJJW01000001.1_30,ORF8.faa,851,--- Cluster 171,ORF8.faa
SJER01000008.1_129,ORF8.faa,852,--- Cluster 171,ORF8.faa
JAJCVI010000007.1_15,ORF8.faa,853,--- Cluster 171,ORF8.faa
AOIR01000042.1_45,ORF8.faa,854,--- Cluster 171,ORF8.faa
Frome_NODE_383_length_24936_cov_4.316346_3,ORF8.faa,855,--- Cluster 171,ORF8.faa
Eyresouth_NODE_101_length_48437_cov_7.17035_11,ORF8.faa,856,--- Cluster 171,ORF8.faa
QKNW01000002.1_39,ORF8.faa,857,--- Cluster 171,ORF8.faa
LWLN01000003.1_15,ORF8.faa,858,--- Cluster 171,ORF8.faa
Gairdner_NODE_107_length_49922_cov_74.384603_14,ORF8.faa,859,--- Cluster 171,ORF8.faa
CP101161.1_3057,ORF8.faa,860,--- Cluster 171,ORF8.faa
Eyre_NODE_236_length_33155_cov_19.932_43,ORF8.faa,861,--- Cluster 171,ORF8.faa
AOJE01000025.1_29,ORF8.faa,862,--- Cluster 171,ORF8.faa
CP100004.1_2,ORF8.faa,863,--- Cluster 171,ORF8.faa
BBJN01000020.1_34,ORF8.faa,864,--- Cluster 171,ORF8.faa
JAJCVI010000002.1_559,ORF8.faa,865,--- Cluster 171,ORF8.faa
FOXI01000018.1_53,ORF8.faa,866,--- Cluster 171,ORF8.faa
JAANTI010000009.1_2,ORF8.faa,867,--- Cluster 171,ORF8.faa
SRIF01000015.1_77,ORF8.faa,868,--- Cluster 171,ORF8.faa
CP101158.1_96,"",870,--- Cluster 172,""
AOJE01000051.1_52,"",872,--- Cluster 173,""
AOIR01000042.1_35,"",874,--- Cluster 174,""
NC_013748.1_13,"",876,--- Cluster 175,""
CP019329.1_75,"",877,--- Cluster 175,""
JAJCVI010000007.1_38,,879,--- Cluster 176,""
AOJE01000051.1_43,"",881,--- Cluster 177,""
AOIR01000042.1_25,,883,--- Cluster 178,""
AOJE01000051.1_12,,885,--- Cluster 179,""
AOJE01000051.1_16,"",887,--- Cluster 180,""
CP084476.1_68,"",888,--- Cluster 180,""
QKNW01000002.1_15,"",890,--- Cluster 181,""
BBJN01000020.1_18,,892,--- Cluster 182,""
LOAJ01000002.1_38,,894,--- Cluster 183,""
RJJW01000001.1_25,"",896,--- Cluster 184,""
CP101161.1_3082,,897,--- Cluster 184,""
CP095494.1_58,,898,--- Cluster 184,""
AOIR01000042.1_30,,900,--- Cluster 185,""
CP101158.1_81,"",902,--- Cluster 186,""
AOJE01000051.1_35,"",903,--- Cluster 186,""
KX687704.1_14,"",904,--- Cluster 186,""
KX906370.1_95,"",905,--- Cluster 186,""
LOAJ01000002.1_55,"",906,--- Cluster 186,""
AOIP01000022.1_26,"",907,--- Cluster 186,""
Gairdner_NODE_167_length_41210_cov_9.888325_4,,909,--- Cluster 187,""
SJER01000008.1_112,,911,--- Cluster 188,""
KX906370.1_119,,913,--- Cluster 189,""
NC_015659.1_75,,915,--- Cluster 190,""
CP084476.1_38,,917,--- Cluster 191,""
NC_015659.1_72,,918,--- Cluster 191,""
CP084476.1_63,"",920,--- Cluster 192,""
CP019329.1_70,"",921,--- Cluster 192,""
LWLN01000003.1_19,"",922,--- Cluster 192,""
AOLZ01000012.1_23,"",923,--- Cluster 192,""
CP019286.1_46,"",924,--- Cluster 192,""
CP095494.1_39,"",925,--- Cluster 192,""
FNFE01000011.1_27,"",926,--- Cluster 192,""
NC_015659.1_94,"",927,--- Cluster 192,""
NC_013748.1_18,"",928,--- Cluster 192,""
CP031299.1_17,"",929,--- Cluster 192,""
JDTG01000019.1_90,"",930,--- Cluster 192,""
CP099999.1_36,"",931,--- Cluster 192,""
AOJE01000051.1_41,"",933,--- Cluster 193,""
SRIF01000015.1_75,"",934,--- Cluster 193,""
CP084476.1_69,"",935,--- Cluster 193,""
JAJCVI010000007.1_26,ORF21.faa,937,--- Cluster 194,ORF21.faa
Eyre_NODE_236_length_33155_cov_19.932_30,ORF21.faa,938,--- Cluster 194,ORF21.faa
Eyresouth_NODE_101_length_48437_cov_7.17035_24,ORF21.faa,939,--- Cluster 194,ORF21.faa
Frome_NODE_383_length_24936_cov_4.316346_16,ORF21.faa,940,--- Cluster 194,ORF21.faa
SJER01000008.1_140,ORF21.faa,941,--- Cluster 194,ORF21.faa
JAAOHU010000009.1_58,ORF21.faa,942,--- Cluster 194,ORF21.faa
CP119801.1_31,ORF21.faa,943,--- Cluster 194,ORF21.faa
CP095494.1_48,ORF21.faa,944,--- Cluster 194,ORF21.faa
Gairdner_NODE_167_length_41210_cov_9.888325_22,ORF21.faa,945,--- Cluster 194,ORF21.faa
SRIF01000015.1_61,ORF21.faa,946,--- Cluster 194,ORF21.faa
CP019329.1_63,ORF21.faa,947,--- Cluster 194,ORF21.faa
AOLZ01000012.1_31,ORF21.faa,948,--- Cluster 194,ORF21.faa
CP019286.1_38,ORF21.faa,949,--- Cluster 194,ORF21.faa
CP099999.1_30,ORF21.faa,950,--- Cluster 194,ORF21.faa
FNFE01000011.1_34,ORF21.faa,951,--- Cluster 194,ORF21.faa
LWLN01000003.1_25,ORF21.faa,952,--- Cluster 194,ORF21.faa
CP084476.1_56,ORF21.faa,953,--- Cluster 194,ORF21.faa
NC_015659.1_88,ORF21.faa,954,--- Cluster 194,ORF21.faa
AOIR01000042.1_53,ORF21.faa,955,--- Cluster 194,ORF21.faa
CP031299.1_24,ORF21.faa,956,--- Cluster 194,ORF21.faa
JDTG01000019.1_97,ORF21.faa,957,--- Cluster 194,ORF21.faa
CP031299.1_4,ORF6.faa,959,--- Cluster 195,ORF6.faa
RJJW01000001.1_31,"",961,--- Cluster 196,""
CP019329.1_88,"",963,--- Cluster 197,""
AOIO01000049.1_76,,964,--- Cluster 197,""
KX906370.1_117,,966,--- Cluster 198,""
AOJE01000051.1_6,,967,--- Cluster 198,""
Gairdner_NODE_167_length_41210_cov_9.888325_28,"",969,--- Cluster 199,""
JAJCVI010000002.1_561,"",970,--- Cluster 199,""
CP101161.1_3059,"",971,--- Cluster 199,""
JAAOHU010000009.1_6,"",973,--- Cluster 200,""
CP099999.1_42,"",974,--- Cluster 200,""
CP101158.1_73,"",975,--- Cluster 200,""
AOIO01000049.1_88,"",976,--- Cluster 200,""
AOIP01000022.1_20,"",977,--- Cluster 200,""
BBJN01000020.1_31,"",978,--- Cluster 200,""
NC_013748.1_8,"",979,--- Cluster 200,""
JDTG01000019.1_80,"",980,--- Cluster 200,""
AOIR01000042.1_31,,982,--- Cluster 201,""
AOJE01000051.1_22,ORF23.faa,984,--- Cluster 202,ORF23.faa
KX687704.1_5,"",986,--- Cluster 203,""
KX906370.1_86,"",987,--- Cluster 203,""
NC_015659.1_103,"",988,--- Cluster 203,""
AOJE01000051.1_51,"",989,--- Cluster 203,""
LOAJ01000002.1_62,"",990,--- Cluster 203,""
CP019329.1_81,"",991,--- Cluster 203,""
SJER01000008.1_126,"",992,--- Cluster 203,""
CP101158.1_103,,994,--- Cluster 204,""
LOAJ01000002.1_36,,996,--- Cluster 205,""
CP019329.1_74,"",998,--- Cluster 206,""
WSZK01000033.1_32,"",1000,--- Cluster 207,""
AOJE01000025.1_32,"",1001,--- Cluster 207,""
AOIR01000042.1_47,"",1002,--- Cluster 207,""
RJJW01000001.1_34,"",1003,--- Cluster 207,""
AOIO01000049.1_97,"",1004,--- Cluster 207,""
FOXI01000018.1_37,"",1006,--- Cluster 208,""
JAANTI010000009.1_18,"",1007,--- Cluster 208,""
LWLN01000003.1_31,"",1009,--- Cluster 209,""
RJJW01000001.1_19,,1011,--- Cluster 210,""
Eyresouth_NODE_101_length_48437_cov_7.17035_41,,1013,--- Cluster 211,""
Eyre_NODE_236_length_33155_cov_19.932_14,,1014,--- Cluster 211,""
AOIR01000042.1_68,,1015,--- Cluster 211,""
JAAOHU010000009.1_36,"",1017,--- Cluster 212,""
SJER01000008.1_119,,1019,--- Cluster 213,""
Eyre_NODE_236_length_33155_cov_19.932_19,,1021,--- Cluster 214,""
Eyresouth_NODE_101_length_48437_cov_7.17035_37,,1022,--- Cluster 214,""
QKNW01000002.1_24,ORF21.faa,1024,--- Cluster 215,ORF21.faa
WSZK01000033.1_25,ORF21.faa,1025,--- Cluster 215,ORF21.faa
RJJW01000001.1_42,ORF21.faa,1026,--- Cluster 215,ORF21.faa
AOJE01000025.1_37,ORF21.faa,1027,--- Cluster 215,ORF21.faa
LOAJ01000002.1_48,ORF21.faa,1028,--- Cluster 215,ORF21.faa
CP100004.1_15,ORF21.faa,1029,--- Cluster 215,ORF21.faa
AOJE01000051.1_25,ORF21.faa,1030,--- Cluster 215,ORF21.faa
KX687704.1_22,ORF21.faa,1031,--- Cluster 215,ORF21.faa
KX906370.1_103,ORF21.faa,1032,--- Cluster 215,ORF21.faa
BBJN01000020.1_43,ORF21.faa,1033,--- Cluster 215,ORF21.faa
CP101158.1_88,ORF21.faa,1034,--- Cluster 215,ORF21.faa
Gairdner_NODE_107_length_49922_cov_74.384603_25,ORF21.faa,1035,--- Cluster 215,ORF21.faa
FOXI01000018.1_43,ORF21.faa,1036,--- Cluster 215,ORF21.faa
JAANTI010000009.1_12,ORF21.faa,1037,--- Cluster 215,ORF21.faa
AOIO01000049.1_108,ORF21.faa,1038,--- Cluster 215,ORF21.faa
AOIP01000022.1_32,ORF21.faa,1039,--- Cluster 215,ORF21.faa
NC_013748.1_25,ORF21.faa,1040,--- Cluster 215,ORF21.faa
CP101161.1_3065,ORF21.faa,1041,--- Cluster 215,ORF21.faa
JAJCVI010000002.1_567,ORF21.faa,1042,--- Cluster 215,ORF21.faa
WSZK01000033.1_44,,1044,--- Cluster 216,""
QKNW01000002.1_4,,1045,--- Cluster 216,""
AOJE01000025.1_26,"",1047,--- Cluster 217,""
NC_015659.1_74,,1049,--- Cluster 218,""
Eyre_NODE_236_length_33155_cov_19.932_41,"",1051,--- Cluster 219,""
JAJCVI010000007.1_11,"",1053,--- Cluster 220,""
LWLN01000003.1_12,"",1054,--- Cluster 220,""
JDTG01000019.1_79,"",1055,--- Cluster 220,""
CP095494.1_32,"",1056,--- Cluster 220,""
CP031299.1_3,"",1057,--- Cluster 220,""
CP031299.1_2,"",1058,--- Cluster 220,""
AOIO01000049.1_94,"",1060,--- Cluster 221,""
LWLN01000003.1_36,"",1062,--- Cluster 222,""
CP031299.1_35,"",1063,--- Cluster 222,""
JDTG01000019.1_108,,1064,--- Cluster 222,""
KX687704.1_4,"",1066,--- Cluster 223,""
KX687704.1_30,"",1068,--- Cluster 224,""
KX906370.1_111,"",1069,--- Cluster 224,""
RJJW01000001.1_53,"",1070,--- Cluster 224,""
AOJE01000051.1_14,,1071,--- Cluster 224,""
CP031299.1_32,"",1072,--- Cluster 224,""
CP119801.1_23,"",1073,--- Cluster 224,""
JDTG01000019.1_105,"",1074,--- Cluster 224,""
AOIR01000042.1_70,,1076,--- Cluster 225,""
Eyre_NODE_236_length_33155_cov_19.932_40,"",1078,--- Cluster 226,""
AOIP01000022.1_40,"",1080,--- Cluster 227,""
AOJE01000051.1_15,,1082,--- Cluster 228,""
LOAJ01000002.1_31,,1083,--- Cluster 228,""
CP100004.1_24,"",1084,--- Cluster 228,""
CP101161.1_3072,"",1086,--- Cluster 229,""
Eyre_NODE_236_length_33155_cov_19.932_37,"",1088,--- Cluster 230,""
Eyresouth_NODE_101_length_48437_cov_7.17035_17,"",1089,--- Cluster 230,""
Frome_NODE_383_length_24936_cov_4.316346_9,"",1090,--- Cluster 230,""
CP100004.1_6,"",1091,--- Cluster 230,""
BBJN01000020.1_36,"",1092,--- Cluster 230,""
FOXI01000018.1_50,"",1093,--- Cluster 230,""
JAANTI010000009.1_5,"",1094,--- Cluster 230,""
NC_013748.1_6,"",1096,--- Cluster 231,""
SJER01000008.1_130,"",1097,--- Cluster 231,""
CP095494.1_60,,1099,--- Cluster 232,""
AOIR01000042.1_64,,1101,--- Cluster 233,""
Eyresouth_NODE_101_length_48437_cov_7.17035_8,"",1103,--- Cluster 234,""
Gairdner_NODE_107_length_49922_cov_74.384603_11,"",1104,--- Cluster 234,""
AOLZ01000012.1_16,"",1106,--- Cluster 235,""
CP019286.1_53,"",1107,--- Cluster 235,""
WSZK01000033.1_37,"",1108,--- Cluster 235,""
CP084476.1_46,,1110,--- Cluster 236,""
FOXI01000018.1_38,"",1112,--- Cluster 237,""
JAANTI010000009.1_17,"",1113,--- Cluster 237,""
JAJCVI010000002.1_580,,1115,--- Cluster 238,""
QKNW01000002.1_38,"",1117,--- Cluster 239,""
AOIR01000042.1_36,"",1119,--- Cluster 240,""
BBJN01000020.1_51,"",1121,--- Cluster 241,""
Gairdner_NODE_167_length_41210_cov_9.888325_46,,1123,--- Cluster 242,""
CP095494.1_64,,1125,--- Cluster 243,""
CP101161.1_3043,"",1127,--- Cluster 244,""
QKNW01000002.1_32,"",1129,--- Cluster 245,""
Gairdner_NODE_107_length_49922_cov_74.384603_18,"",1130,--- Cluster 245,""
