hit,hit_length,query,query_length,evalue,score,alignment_start,alignment_end,aln_length,uvig,host_taxonomy,virus_taxonomy,virus_completeness,virus_quality
IMGVR_UViG_3300043313_002933|3300043313|Ga0452169_00014990_5882_9343,1153,ORF6.faa,1255,6.3e-31,120.8,147,343,196,IMGVR_UViG_3300043313_002933,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,28.95,Genome fragment
IMGVR_UViG_3300043313_002933|3300043313|Ga0452169_00014990_5882_9343,1153,ORF6.faa,1255,6.3e-31,120.8,150,342,192,IMGVR_UViG_3300043313_002933,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,28.95,Genome fragment
IMGVR_UViG_3300042200_000150|3300042200|Ga0451578_004117_10693_12174,494,ORF6.faa,1255,6.4e-31,120.8,72,389,317,IMGVR_UViG_3300042200_000150,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,9.6,Genome fragment
IMGVR_UViG_3300042200_000150|3300042200|Ga0451578_004117_10693_12174,494,ORF6.faa,1255,6.4e-31,120.8,147,299,152,IMGVR_UViG_3300042200_000150,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,9.6,Genome fragment
IMGVR_UViG_3300025865_000058|3300025865|Ga0209226_100029983,903,ORF6.faa,1255,8.7e-31,120.3,146,385,239,IMGVR_UViG_3300025865_000058,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300025865_000058|3300025865|Ga0209226_100029983,903,ORF6.faa,1255,8.7e-31,120.3,144,388,244,IMGVR_UViG_3300025865_000058,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300025865_000058|3300025865|Ga0209226_100029983,903,ORF6.faa,1255,8.7e-31,120.3,153,327,174,IMGVR_UViG_3300025865_000058,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300028304_000050|3300028304|Ga0304726_100371913,1039,ORF6.faa,1255,1.3e-30,119.7,120,400,280,IMGVR_UViG_3300028304_000050,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,21.16,Genome fragment
IMGVR_UViG_3300028304_000050|3300028304|Ga0304726_100371913,1039,ORF6.faa,1255,1.3e-30,119.7,182,325,143,IMGVR_UViG_3300028304_000050,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,21.16,Genome fragment
IMGVR_UViG_3300028304_000050|3300028304|Ga0304726_100371913,1039,ORF6.faa,1255,1.3e-30,119.7,118,361,243,IMGVR_UViG_3300028304_000050,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,21.16,Genome fragment
IMGVR_UViG_3300005340_000713|3300005340|Ga0070689_1000032401,1278,ORF6.faa,1255,1.5e-30,119.6,124,344,220,IMGVR_UViG_3300005340_000713,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300005340_000713|3300005340|Ga0070689_1000032401,1278,ORF6.faa,1255,1.5e-30,119.6,147,327,180,IMGVR_UViG_3300005340_000713,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300005340_000713|3300005340|Ga0070689_1000032401,1278,ORF6.faa,1255,1.5e-30,119.6,136,300,164,IMGVR_UViG_3300005340_000713,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300021477_000134|3300021477|Ga0210398_100184663,786,ORF6.faa,1255,1.9e-30,119.2,66,306,240,IMGVR_UViG_3300021477_000134,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300021477_000134|3300021477|Ga0210398_100184663,786,ORF6.faa,1255,1.9e-30,119.2,146,339,193,IMGVR_UViG_3300021477_000134,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300021477_000134|3300021477|Ga0210398_100184663,786,ORF6.faa,1255,1.9e-30,119.2,151,345,194,IMGVR_UViG_3300021477_000134,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300035683_000112|3300035683|Ga0376083_0016543_1331_4702,1123,ORF6.faa,1255,2.7e-30,118.7,67,348,281,IMGVR_UViG_3300035683_000112,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300035683_000112|3300035683|Ga0376083_0016543_1331_4702,1123,ORF6.faa,1255,2.7e-30,118.7,138,337,199,IMGVR_UViG_3300035683_000112,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300035683_000112|3300035683|Ga0376083_0016543_1331_4702,1123,ORF6.faa,1255,2.7e-30,118.7,147,328,181,IMGVR_UViG_3300035683_000112,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300031210_000171|3300031210|Ga0307964_10024582,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031210_000171,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.86,Genome fragment
IMGVR_UViG_3300031210_000171|3300031210|Ga0307964_10024582,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031210_000171,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.86,Genome fragment
IMGVR_UViG_3300031213_000126|3300031213|Ga0307937_10029074,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031213_000126,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,8.31,Genome fragment
IMGVR_UViG_3300031213_000126|3300031213|Ga0307937_10029074,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031213_000126,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,8.31,Genome fragment
IMGVR_UViG_3300031214_000152|3300031214|Ga0307958_10044764,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031214_000152,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,5.56,Genome fragment
IMGVR_UViG_3300031214_000152|3300031214|Ga0307958_10044764,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031214_000152,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,5.56,Genome fragment
IMGVR_UViG_3300031219_000066|3300031219|Ga0307973_10029702,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031219_000066,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.39,Genome fragment
IMGVR_UViG_3300031219_000066|3300031219|Ga0307973_10029702,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031219_000066,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.39,Genome fragment
IMGVR_UViG_3300031220_000510|3300031220|Ga0307939_10061482,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031220_000510,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,4.89,Genome fragment
IMGVR_UViG_3300031220_000510|3300031220|Ga0307939_10061482,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031220_000510,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,4.89,Genome fragment
IMGVR_UViG_3300031221_000276|3300031221|Ga0307948_10071232,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031221_000276,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,9.36,Genome fragment
IMGVR_UViG_3300031221_000276|3300031221|Ga0307948_10071232,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031221_000276,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,9.36,Genome fragment
IMGVR_UViG_3300031333_000312|3300031333|Ga0307936_10045022,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031333_000312,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.01,Genome fragment
IMGVR_UViG_3300031333_000312|3300031333|Ga0307936_10045022,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031333_000312,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.01,Genome fragment
IMGVR_UViG_3300031335_000203|3300031335|Ga0307951_10049532,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031335_000203,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,9.73,Genome fragment
IMGVR_UViG_3300031335_000203|3300031335|Ga0307951_10049532,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031335_000203,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,9.73,Genome fragment
IMGVR_UViG_3300031343_000091|3300031343|Ga0307952_10068294,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031343_000091,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.16,Genome fragment
IMGVR_UViG_3300031343_000091|3300031343|Ga0307952_10068294,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031343_000091,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.16,Genome fragment
IMGVR_UViG_3300031391_000085|3300031391|Ga0307954_10034882,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031391_000085,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,7.74,Genome fragment
IMGVR_UViG_3300031391_000085|3300031391|Ga0307954_10034882,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031391_000085,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,7.74,Genome fragment
IMGVR_UViG_3300031395_000131|3300031395|Ga0307957_10040072,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031395_000131,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.2,Genome fragment
IMGVR_UViG_3300031395_000131|3300031395|Ga0307957_10040072,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031395_000131,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.2,Genome fragment
IMGVR_UViG_3300031404_000268|3300031404|Ga0307945_10159992,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031404_000268,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,5.61,Genome fragment
IMGVR_UViG_3300031404_000268|3300031404|Ga0307945_10159992,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031404_000268,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,5.61,Genome fragment
IMGVR_UViG_3300031600_000325|3300031600|Ga0307930_10088902,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031600_000325,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.63,Genome fragment
IMGVR_UViG_3300031600_000325|3300031600|Ga0307930_10088902,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031600_000325,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,6.63,Genome fragment
IMGVR_UViG_3300031684_000183|3300031684|Ga0307946_10110483,774,ORF6.faa,1255,3.3e-30,118.4,134,296,162,IMGVR_UViG_3300031684_000183,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,4.77,Genome fragment
IMGVR_UViG_3300031684_000183|3300031684|Ga0307946_10110483,774,ORF6.faa,1255,3.3e-30,118.4,156,348,192,IMGVR_UViG_3300031684_000183,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,4.77,Genome fragment
IMGVR_UViG_3300031465_000005|3300031465|Ga0073954_117231231,624,ORF6.faa,1255,3.4e-30,118.4,131,299,168,IMGVR_UViG_3300031465_000005,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300031465_000005|3300031465|Ga0073954_117231231,624,ORF6.faa,1255,3.4e-30,118.4,183,342,159,IMGVR_UViG_3300031465_000005,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300031465_000005|3300031465|Ga0073954_117231231,624,ORF6.faa,1255,3.4e-30,118.4,165,296,131,IMGVR_UViG_3300031465_000005,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_2617270734_000004|2617270734|2617345646,1259,ORF6.faa,1255,4.5e-30,118,143,336,193,IMGVR_UViG_2617270734_000004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,13.98,Genome fragment
IMGVR_UViG_2617270734_000004|2617270734|2617345646,1259,ORF6.faa,1255,4.5e-30,118,148,335,187,IMGVR_UViG_2617270734_000004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,13.98,Genome fragment
IMGVR_UViG_2617270734_000004|2617270734|2617345646,1259,ORF6.faa,1255,4.5e-30,118,151,356,205,IMGVR_UViG_2617270734_000004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,13.98,Genome fragment
IMGVR_UViG_3300012532_000295|3300012532|Ga0137373_100461481,1018,ORF6.faa,1255,5.8e-30,117.6,51,380,329,IMGVR_UViG_3300012532_000295,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300012532_000295|3300012532|Ga0137373_100461481,1018,ORF6.faa,1255,5.8e-30,117.6,149,339,190,IMGVR_UViG_3300012532_000295,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300012532_000295|3300012532|Ga0137373_100461481,1018,ORF6.faa,1255,5.8e-30,117.6,154,363,209,IMGVR_UViG_3300012532_000295,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300050011_000486|3300050011|Ga0395745_007578_11_3118,1035,ORF6.faa,1255,6e-30,117.6,64,264,200,IMGVR_UViG_3300050011_000486,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300050011_000486|3300050011|Ga0395745_007578_11_3118,1035,ORF6.faa,1255,6e-30,117.6,193,349,156,IMGVR_UViG_3300050011_000486,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300050011_000486|3300050011|Ga0395745_007578_11_3118,1035,ORF6.faa,1255,6e-30,117.6,107,389,282,IMGVR_UViG_3300050011_000486,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300010330_000447|3300010330|Ga0136651_100047502,376,ORF6.faa,1255,6.9e-30,117.4,135,385,250,IMGVR_UViG_3300010330_000447,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,14.35,Genome fragment
IMGVR_UViG_3300010330_000447|3300010330|Ga0136651_100047502,376,ORF6.faa,1255,6.9e-30,117.4,136,385,249,IMGVR_UViG_3300010330_000447,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,14.35,Genome fragment
IMGVR_UViG_3300009194_000007|3300009194|Ga0114983_100000446,1733,ORF6.faa,1255,7.3e-30,117.3,128,296,168,IMGVR_UViG_3300009194_000007,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,64.61,Genome fragment
IMGVR_UViG_3300009194_000007|3300009194|Ga0114983_100000446,1733,ORF6.faa,1255,7.3e-30,117.3,136,352,216,IMGVR_UViG_3300009194_000007,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,64.61,Genome fragment
IMGVR_UViG_3300043313_003747|3300043313|Ga0452169_00047008_2607_5321,904,ORF6.faa,1255,7.5e-30,117.2,51,368,317,IMGVR_UViG_3300043313_003747,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,8.19,Genome fragment
IMGVR_UViG_3300043313_003747|3300043313|Ga0452169_00047008_2607_5321,904,ORF6.faa,1255,7.5e-30,117.2,149,344,195,IMGVR_UViG_3300043313_003747,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,8.19,Genome fragment
IMGVR_UViG_3300043313_003747|3300043313|Ga0452169_00047008_2607_5321,904,ORF6.faa,1255,7.5e-30,117.2,116,327,211,IMGVR_UViG_3300043313_003747,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,8.19,Genome fragment
IMGVR_UViG_2913531621_000002|2913531621|2913541005,614,ORF6.faa,1255,1e-29,116.8,152,336,184,IMGVR_UViG_2913531621_000002,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseochromogenes,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,21.66,Genome fragment
IMGVR_UViG_2913531621_000002|2913531621|2913541005,614,ORF6.faa,1255,1e-29,116.8,150,346,196,IMGVR_UViG_2913531621_000002,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseochromogenes,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,21.66,Genome fragment
IMGVR_UViG_2913531621_000002|2913531621|2913541005,614,ORF6.faa,1255,1e-29,116.8,148,296,148,IMGVR_UViG_2913531621_000002,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseochromogenes,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,21.66,Genome fragment
IMGVR_UViG_2861531380_000003|2861531380|2861533329,879,ORF6.faa,1255,1.1e-29,116.7,183,347,164,IMGVR_UViG_2861531380_000003,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,100,High-quality
IMGVR_UViG_2861531380_000003|2861531380|2861533329,879,ORF6.faa,1255,1.1e-29,116.7,150,345,195,IMGVR_UViG_2861531380_000003,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,100,High-quality
IMGVR_UViG_2861531380_000003|2861531380|2861533329,879,ORF6.faa,1255,1.1e-29,116.7,148,391,243,IMGVR_UViG_2861531380_000003,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,100,High-quality
IMGVR_UViG_2061766007_003869|2061766007|_HiSeq_06518630,1169,ORF6.faa,1255,1.3e-29,116.5,113,334,221,IMGVR_UViG_2061766007_003869,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_2061766007_003869|2061766007|_HiSeq_06518630,1169,ORF6.faa,1255,1.3e-29,116.5,147,362,215,IMGVR_UViG_2061766007_003869,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_2061766007_003869|2061766007|_HiSeq_06518630,1169,ORF6.faa,1255,1.3e-29,116.5,141,370,229,IMGVR_UViG_2061766007_003869,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_2061766007_003869|2061766007|_HiSeq_06518630,1169,ORF6.faa,1255,1.3e-29,116.5,172,333,161,IMGVR_UViG_2061766007_003869,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300036939_000025|3300036939|Ga0376087_0009327_69_6290,2074,ORF6.faa,1255,1.6e-29,116.2,97,329,232,IMGVR_UViG_3300036939_000025,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300036939_000025|3300036939|Ga0376087_0009327_69_6290,2074,ORF6.faa,1255,1.6e-29,116.2,151,389,238,IMGVR_UViG_3300036939_000025,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300036939_000025|3300036939|Ga0376087_0009327_69_6290,2074,ORF6.faa,1255,1.6e-29,116.2,185,329,144,IMGVR_UViG_3300036939_000025,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300036939_000025|3300036939|Ga0376087_0009327_69_6290,2074,ORF6.faa,1255,1.6e-29,116.2,178,336,158,IMGVR_UViG_3300036939_000025,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300036939_000025|3300036939|Ga0376087_0009327_69_6290,2074,ORF6.faa,1255,1.6e-29,116.2,138,391,253,IMGVR_UViG_3300036939_000025,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300036939_000025|3300036939|Ga0376087_0009327_69_6290,2074,ORF6.faa,1255,1.6e-29,116.2,148,372,224,IMGVR_UViG_3300036939_000025,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300035703_002549|3300035703|Ga0310140_0000236_120044_130093,3349,ORF6.faa,1255,1.6e-29,116.2,148,348,200,IMGVR_UViG_3300035703_002549,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,26.04,Genome fragment
IMGVR_UViG_3300035703_002549|3300035703|Ga0310140_0000236_120044_130093,3349,ORF6.faa,1255,1.6e-29,116.2,152,376,224,IMGVR_UViG_3300035703_002549,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,26.04,Genome fragment
IMGVR_UViG_3300008143_000291|3300008143|Ga0114287_1042082,1054,ORF6.faa,1255,1.8e-29,116,149,355,206,IMGVR_UViG_3300008143_000291,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300008143_000291|3300008143|Ga0114287_1042082,1054,ORF6.faa,1255,1.8e-29,116,134,384,250,IMGVR_UViG_3300008143_000291,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300008143_000291|3300008143|Ga0114287_1042082,1054,ORF6.faa,1255,1.8e-29,116,151,339,188,IMGVR_UViG_3300008143_000291,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300031519_010281|3300031519|Ga0307488_100145185,338,ORF6.faa,1255,1.8e-29,116,105,340,235,IMGVR_UViG_3300031519_010281,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;;;,,Unsure
IMGVR_UViG_3300031519_010281|3300031519|Ga0307488_100145185,338,ORF6.faa,1255,1.8e-29,116,149,332,183,IMGVR_UViG_3300031519_010281,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;;;,,Unsure
IMGVR_UViG_3300007300_000162|3300007300|Ga0104843_1063241,1070,ORF6.faa,1255,1.9e-29,115.9,149,355,206,IMGVR_UViG_3300007300_000162,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300007300_000162|3300007300|Ga0104843_1063241,1070,ORF6.faa,1255,1.9e-29,115.9,134,384,250,IMGVR_UViG_3300007300_000162,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
