orf#,start,end,strand,contig,id,annot,score,evalue,aln_length
497,486250,486678,TRUE,NZ_CP101161.1,NZ_CP101161.1_497,,,,
498,486675,487877,FALSE,NZ_CP101161.1,NZ_CP101161.1_498,,,,
499,487874,488743,FALSE,NZ_CP101161.1,NZ_CP101161.1_499,,,,
500,488848,489261,TRUE,NZ_CP101161.1,NZ_CP101161.1_500,,,,
501,489383,489733,TRUE,NZ_CP101161.1,NZ_CP101161.1_501,,,,
502,489756,491393,FALSE,NZ_CP101161.1,NZ_CP101161.1_502,,,,
503,491386,492630,FALSE,NZ_CP101161.1,NZ_CP101161.1_503,,,,
504,492627,493556,FALSE,NZ_CP101161.1,NZ_CP101161.1_504,,,,
505,493553,495292,FALSE,NZ_CP101161.1,NZ_CP101161.1_505,,,,
506,495376,496020,TRUE,NZ_CP101161.1,NZ_CP101161.1_506,,,,
507,496025,497005,FALSE,NZ_CP101161.1,NZ_CP101161.1_507,,,,
508,497092,498540,FALSE,NZ_CP101161.1,NZ_CP101161.1_508,,,,
509,498637,499092,FALSE,NZ_CP101161.1,NZ_CP101161.1_509,,,,
510,499445,500197,TRUE,NZ_CP101161.1,NZ_CP101161.1_510,,,,
511,500273,501187,TRUE,NZ_CP101161.1,NZ_CP101161.1_511,,,,
512,501184,502950,TRUE,NZ_CP101161.1,NZ_CP101161.1_512,,,,
513,502987,503592,TRUE,NZ_CP101161.1,NZ_CP101161.1_513,,,,
514,503634,505400,TRUE,NZ_CP101161.1,NZ_CP101161.1_514,,,,
515,505450,506181,TRUE,NZ_CP101161.1,NZ_CP101161.1_515,,,,
516,506219,507523,TRUE,NZ_CP101161.1,NZ_CP101161.1_516,,,,
517,507548,508747,FALSE,NZ_CP101161.1,NZ_CP101161.1_517,,,,
518,508828,509199,TRUE,NZ_CP101161.1,NZ_CP101161.1_518,,,,
519,509268,509393,TRUE,NZ_CP101161.1,NZ_CP101161.1_519,,,,
520,509440,511479,TRUE,NZ_CP101161.1,NZ_CP101161.1_520,,,,
521,511643,511981,FALSE,NZ_CP101161.1,NZ_CP101161.1_521,,,,
522,512030,512665,FALSE,NZ_CP101161.1,NZ_CP101161.1_522,,,,
523,512772,514610,TRUE,NZ_CP101161.1,NZ_CP101161.1_523,,,,
524,514612,516261,FALSE,NZ_CP101161.1,NZ_CP101161.1_524,,,,
525,516572,516970,TRUE,NZ_CP101161.1,NZ_CP101161.1_525,,,,
526,516975,517229,TRUE,NZ_CP101161.1,NZ_CP101161.1_526,,,,
527,517238,518026,FALSE,NZ_CP101161.1,NZ_CP101161.1_527,,,,
528,518029,519717,FALSE,NZ_CP101161.1,NZ_CP101161.1_528,,,,
529,519946,521121,FALSE,NZ_CP101161.1,NZ_CP101161.1_529,,,,
530,521278,522642,TRUE,NZ_CP101161.1,NZ_CP101161.1_530,,,,
531,522740,524422,TRUE,NZ_CP101161.1,NZ_CP101161.1_531,,,,
532,524698,525132,FALSE,NZ_CP101161.1,NZ_CP101161.1_532,,,,
533,525173,526285,FALSE,NZ_CP101161.1,NZ_CP101161.1_533,,,,
534,526568,526846,FALSE,NZ_CP101161.1,NZ_CP101161.1_534,,,,
535,527065,527337,TRUE,NZ_CP101161.1,NZ_CP101161.1_535,,,,
536,527467,529563,TRUE,NZ_CP101161.1,NZ_CP101161.1_536,,,,
537,529564,529836,TRUE,NZ_CP101161.1,NZ_CP101161.1_537,,,,
538,529893,530231,TRUE,NZ_CP101161.1,NZ_CP101161.1_538,,,,
539,530264,531022,TRUE,NZ_CP101161.1,NZ_CP101161.1_539,,,,
540,531026,531727,TRUE,NZ_CP101161.1,NZ_CP101161.1_540,,,,
541,531724,532383,TRUE,NZ_CP101161.1,NZ_CP101161.1_541,,,,
542,532362,533225,FALSE,NZ_CP101161.1,NZ_CP101161.1_542,,,,
543,533380,533874,TRUE,NZ_CP101161.1,NZ_CP101161.1_543,,,,
544,533869,534579,FALSE,NZ_CP101161.1,NZ_CP101161.1_544,,,,
545,534797,536077,TRUE,NZ_CP101161.1,NZ_CP101161.1_545,,,,
546,536090,536578,FALSE,NZ_CP101161.1,NZ_CP101161.1_546,,,,
547,536578,537999,FALSE,NZ_CP101161.1,NZ_CP101161.1_547,,,,
548,538083,538556,FALSE,NZ_CP101161.1,NZ_CP101161.1_548,,,,
549,538680,539984,TRUE,NZ_CP101161.1,NZ_CP101161.1_549,,,,
550,539994,540482,FALSE,NZ_CP101161.1,NZ_CP101161.1_550,,,,
551,540501,541490,TRUE,NZ_CP101161.1,NZ_CP101161.1_551,,,,
552,541532,542374,TRUE,NZ_CP101161.1,NZ_CP101161.1_552,,,,
553,542427,543806,FALSE,NZ_CP101161.1,NZ_CP101161.1_553,,,,
554,543853,544521,FALSE,NZ_CP101161.1,NZ_CP101161.1_554,,,,
555,544518,545114,FALSE,NZ_CP101161.1,NZ_CP101161.1_555,,,,
556,545458,545850,TRUE,NZ_CP101161.1,NZ_CP101161.1_556,,,,
557,546047,546499,TRUE,NZ_CP101161.1,NZ_CP101161.1_557,,,,
558,546591,547889,TRUE,NZ_CP101161.1,NZ_CP101161.1_558,,,,
559,547941,548633,FALSE,NZ_CP101161.1,NZ_CP101161.1_559,,,,
560,548740,549120,TRUE,NZ_CP101161.1,NZ_CP101161.1_560,,,,
561,549117,549719,FALSE,NZ_CP101161.1,NZ_CP101161.1_561,,,,
562,549780,550118,FALSE,NZ_CP101161.1,NZ_CP101161.1_562,,,,
563,550243,550470,FALSE,NZ_CP101161.1,NZ_CP101161.1_563,,,,
564,550568,550801,TRUE,NZ_CP101161.1,NZ_CP101161.1_564,,,,
565,550806,551036,FALSE,NZ_CP101161.1,NZ_CP101161.1_565,,,,
566,551132,554344,TRUE,NZ_CP101161.1,NZ_CP101161.1_566,,,,
567,554383,556416,TRUE,NZ_CP101161.1,NZ_CP101161.1_567,,,,
568,556466,556939,TRUE,NZ_CP101161.1,NZ_CP101161.1_568,,,,
569,556941,557789,FALSE,NZ_CP101161.1,NZ_CP101161.1_569,,,,
570,557832,558653,FALSE,NZ_CP101161.1,NZ_CP101161.1_570,,,,
571,558686,559456,FALSE,NZ_CP101161.1,NZ_CP101161.1_571,,,,
572,559908,561272,TRUE,NZ_CP101161.1,NZ_CP101161.1_572,,,,
573,561273,562136,FALSE,NZ_CP101161.1,NZ_CP101161.1_573,,,,
574,562293,563417,FALSE,NZ_CP101161.1,NZ_CP101161.1_574,,,,
575,563407,563775,FALSE,NZ_CP101161.1,NZ_CP101161.1_575,,,,
576,563818,564864,FALSE,NZ_CP101161.1,NZ_CP101161.1_576,,,,
577,565044,565673,TRUE,NZ_CP101161.1,NZ_CP101161.1_577,,,,
578,565721,567103,TRUE,NZ_CP101161.1,NZ_CP101161.1_578,,,,
579,567105,567692,FALSE,NZ_CP101161.1,NZ_CP101161.1_579,,,,
580,567766,568569,TRUE,NZ_CP101161.1,NZ_CP101161.1_580,,,,
581,568570,569913,FALSE,NZ_CP101161.1,NZ_CP101161.1_581,,,,
582,570300,570428,TRUE,NZ_CP101161.1,NZ_CP101161.1_582,,,,
583,570419,571270,FALSE,NZ_CP101161.1,NZ_CP101161.1_583,,,,
584,571274,572464,TRUE,NZ_CP101161.1,NZ_CP101161.1_584,,,,
585,572540,573664,TRUE,NZ_CP101161.1,NZ_CP101161.1_585,,,,
586,573752,574141,TRUE,NZ_CP101161.1,NZ_CP101161.1_586,,,,
587,574214,575668,FALSE,NZ_CP101161.1,NZ_CP101161.1_587,,,,
588,575763,576320,FALSE,NZ_CP101161.1,NZ_CP101161.1_588,,,,
589,576574,577077,TRUE,NZ_CP101161.1,NZ_CP101161.1_589,,,,
590,577079,577690,TRUE,NZ_CP101161.1,NZ_CP101161.1_590,,,,
591,578044,578718,FALSE,NZ_CP101161.1,NZ_CP101161.1_591,,,,
592,578813,579445,TRUE,NZ_CP101161.1,NZ_CP101161.1_592,,,,
593,579497,580213,TRUE,NZ_CP101161.1,NZ_CP101161.1_593,,,,
594,580254,580976,TRUE,NZ_CP101161.1,NZ_CP101161.1_594,,,,
595,581097,582011,TRUE,NZ_CP101161.1,NZ_CP101161.1_595,,,,
596,582052,582603,TRUE,NZ_CP101161.1,NZ_CP101161.1_596,,,,
597,582600,584051,TRUE,NZ_CP101161.1,NZ_CP101161.1_597,,,,
598,584055,585215,FALSE,NZ_CP101161.1,NZ_CP101161.1_598,,,,
599,585254,585991,FALSE,NZ_CP101161.1,NZ_CP101161.1_599,,,,
600,585998,586768,FALSE,NZ_CP101161.1,NZ_CP101161.1_600,,,,
601,586765,587829,FALSE,NZ_CP101161.1,NZ_CP101161.1_601,,,,
602,587999,588256,TRUE,NZ_CP101161.1,NZ_CP101161.1_602,,,,
603,588508,589854,FALSE,NZ_CP101161.1,NZ_CP101161.1_603,,,,
604,589970,590608,TRUE,NZ_CP101161.1,NZ_CP101161.1_604,,,,
605,590605,591435,FALSE,NZ_CP101161.1,NZ_CP101161.1_605,,,,
606,591461,592111,TRUE,NZ_CP101161.1,NZ_CP101161.1_606,,,,
607,592381,592890,FALSE,NZ_CP101161.1,NZ_CP101161.1_607,,,,
608,592887,593276,FALSE,NZ_CP101161.1,NZ_CP101161.1_608,,,,
609,593350,594726,TRUE,NZ_CP101161.1,NZ_CP101161.1_609,,,,
610,594723,595238,FALSE,NZ_CP101161.1,NZ_CP101161.1_610,,,,
611,595280,596431,FALSE,NZ_CP101161.1,NZ_CP101161.1_611,,,,
612,596590,597792,TRUE,NZ_CP101161.1,NZ_CP101161.1_612,,,,
613,597793,598050,FALSE,NZ_CP101161.1,NZ_CP101161.1_613,,,,
614,598138,599523,TRUE,NZ_CP101161.1,NZ_CP101161.1_614,,,,
615,599524,600483,FALSE,NZ_CP101161.1,NZ_CP101161.1_615,,,,
616,600644,601945,TRUE,NZ_CP101161.1,NZ_CP101161.1_616,,,,
617,601942,603003,FALSE,NZ_CP101161.1,NZ_CP101161.1_617,,,,
618,603050,603586,FALSE,NZ_CP101161.1,NZ_CP101161.1_618,,,,
619,603821,604969,FALSE,NZ_CP101161.1,NZ_CP101161.1_619,,,,
620,605002,606426,FALSE,NZ_CP101161.1,NZ_CP101161.1_620,,,,
621,606423,607520,FALSE,NZ_CP101161.1,NZ_CP101161.1_621,,,,
622,607536,607913,FALSE,NZ_CP101161.1,NZ_CP101161.1_622,,,,
623,607960,608916,FALSE,NZ_CP101161.1,NZ_CP101161.1_623,,,,
624,608989,610440,FALSE,NZ_CP101161.1,NZ_CP101161.1_624,,,,
625,610561,610995,TRUE,NZ_CP101161.1,NZ_CP101161.1_625,,,,
626,611002,611715,FALSE,NZ_CP101161.1,NZ_CP101161.1_626,,,,
627,611788,612312,FALSE,NZ_CP101161.1,NZ_CP101161.1_627,,,,
628,612406,613707,TRUE,NZ_CP101161.1,NZ_CP101161.1_628,,,,
629,613708,615435,FALSE,NZ_CP101161.1,NZ_CP101161.1_629,,,,
630,615713,616132,FALSE,NZ_CP101161.1,NZ_CP101161.1_630,,,,
631,616135,616482,FALSE,NZ_CP101161.1,NZ_CP101161.1_631,,,,
632,616479,617840,FALSE,NZ_CP101161.1,NZ_CP101161.1_632,,,,
633,618163,619143,FALSE,NZ_CP101161.1,NZ_CP101161.1_633,,,,
634,619226,619780,TRUE,NZ_CP101161.1,NZ_CP101161.1_634,,,,
635,619847,620386,TRUE,NZ_CP101161.1,NZ_CP101161.1_635,,,,
636,620386,620934,TRUE,NZ_CP101161.1,NZ_CP101161.1_636,,,,
637,620934,621503,TRUE,NZ_CP101161.1,NZ_CP101161.1_637,,,,
638,621816,622412,FALSE,NZ_CP101161.1,NZ_CP101161.1_638,,,,
639,622541,623131,TRUE,NZ_CP101161.1,NZ_CP101161.1_639,,,,
640,623128,623826,TRUE,NZ_CP101161.1,NZ_CP101161.1_640,,,,
641,623820,624524,TRUE,NZ_CP101161.1,NZ_CP101161.1_641,,,,
642,624629,626833,TRUE,NZ_CP101161.1,NZ_CP101161.1_642,,,,
643,626836,627156,FALSE,NZ_CP101161.1,NZ_CP101161.1_643,,,,
644,627374,627649,TRUE,NZ_CP101161.1,NZ_CP101161.1_644,,,,
645,627705,628007,TRUE,NZ_CP101161.1,NZ_CP101161.1_645,,,,
646,628078,628623,TRUE,NZ_CP101161.1,NZ_CP101161.1_646,,,,
647,628663,629310,TRUE,NZ_CP101161.1,NZ_CP101161.1_647,,,,
648,629290,629886,FALSE,NZ_CP101161.1,NZ_CP101161.1_648,,,,
649,629888,630409,FALSE,NZ_CP101161.1,NZ_CP101161.1_649,,,,
650,630410,630709,FALSE,NZ_CP101161.1,NZ_CP101161.1_650,,,,
651,630827,632197,TRUE,NZ_CP101161.1,NZ_CP101161.1_651,,,,
652,632194,633399,FALSE,NZ_CP101161.1,NZ_CP101161.1_652,,,,
653,633534,634949,TRUE,NZ_CP101161.1,NZ_CP101161.1_653,,,,
654,634980,635219,TRUE,NZ_CP101161.1,NZ_CP101161.1_654,,,,
655,635379,636860,TRUE,NZ_CP101161.1,NZ_CP101161.1_655,,,,
656,637044,637793,TRUE,NZ_CP101161.1,NZ_CP101161.1_656,,,,
657,638151,640685,TRUE,NZ_CP101161.1,NZ_CP101161.1_657,,,,
658,640685,641695,TRUE,NZ_CP101161.1,NZ_CP101161.1_658,,,,
659,643426,643794,TRUE,NZ_CP101161.1,NZ_CP101161.1_659,,,,
660,643976,644899,FALSE,NZ_CP101161.1,NZ_CP101161.1_660,,,,
661,645802,647400,TRUE,NZ_CP101161.1,NZ_CP101161.1_661,,,,
662,647650,648369,TRUE,NZ_CP101161.1,NZ_CP101161.1_662,,,,
663,648362,648685,FALSE,NZ_CP101161.1,NZ_CP101161.1_663,,,,
664,648799,649602,FALSE,NZ_CP101161.1,NZ_CP101161.1_664,,,,
665,649899,650792,TRUE,NZ_CP101161.1,NZ_CP101161.1_665,,,,
666,650838,651161,TRUE,NZ_CP101161.1,NZ_CP101161.1_666,,,,
667,651358,651723,TRUE,NZ_CP101161.1,NZ_CP101161.1_667,,,,
668,651738,652019,FALSE,NZ_CP101161.1,NZ_CP101161.1_668,,,,
669,652158,653639,TRUE,NZ_CP101161.1,NZ_CP101161.1_669,,,,
670,653643,654665,TRUE,NZ_CP101161.1,NZ_CP101161.1_670,,,,
671,654681,655952,FALSE,NZ_CP101161.1,NZ_CP101161.1_671,,,,
672,656329,657234,TRUE,NZ_CP101161.1,NZ_CP101161.1_672,,,,
673,657240,657629,TRUE,NZ_CP101161.1,NZ_CP101161.1_673,,,,
674,657655,657954,TRUE,NZ_CP101161.1,NZ_CP101161.1_674,,,,
675,657951,658994,FALSE,NZ_CP101161.1,NZ_CP101161.1_675,,,,
676,659057,659872,FALSE,NZ_CP101161.1,NZ_CP101161.1_676,,,,
677,660002,663160,TRUE,NZ_CP101161.1,NZ_CP101161.1_677,,,,
678,663164,663457,FALSE,NZ_CP101161.1,NZ_CP101161.1_678,,,,
679,663574,664887,TRUE,NZ_CP101161.1,NZ_CP101161.1_679,,,,
680,664928,665608,TRUE,NZ_CP101161.1,NZ_CP101161.1_680,,,,
681,665687,666094,FALSE,NZ_CP101161.1,NZ_CP101161.1_681,,,,
682,666169,666342,TRUE,NZ_CP101161.1,NZ_CP101161.1_682,,,,
683,666332,666628,FALSE,NZ_CP101161.1,NZ_CP101161.1_683,,,,
684,666630,667022,FALSE,NZ_CP101161.1,NZ_CP101161.1_684,,,,
685,667110,667400,TRUE,NZ_CP101161.1,NZ_CP101161.1_685,,,,
686,667492,668592,FALSE,NZ_CP101161.1,NZ_CP101161.1_686,,,,
687,668781,669731,FALSE,NZ_CP101161.1,NZ_CP101161.1_687,,,,
688,669774,670673,FALSE,NZ_CP101161.1,NZ_CP101161.1_688,,,,
689,670898,673429,TRUE,NZ_CP101161.1,NZ_CP101161.1_689,,,,
690,673673,674812,FALSE,NZ_CP101161.1,NZ_CP101161.1_690,,,,
691,674839,675057,TRUE,NZ_CP101161.1,NZ_CP101161.1_691,,,,
692,675108,675341,TRUE,NZ_CP101161.1,NZ_CP101161.1_692,,,,
693,675347,675652,TRUE,NZ_CP101161.1,NZ_CP101161.1_693,,,,
694,675660,675995,TRUE,NZ_CP101161.1,NZ_CP101161.1_694,,,,
695,675992,677080,TRUE,NZ_CP101161.1,NZ_CP101161.1_695,,,,
696,677085,677375,TRUE,NZ_CP101161.1,NZ_CP101161.1_696,,,,
697,677376,677522,FALSE,NZ_CP101161.1,NZ_CP101161.1_697,,,,
698,677586,678803,FALSE,NZ_CP101161.1,NZ_CP101161.1_698,,,,
699,678800,679105,FALSE,NZ_CP101161.1,NZ_CP101161.1_699,,,,
700,679226,679636,TRUE,NZ_CP101161.1,NZ_CP101161.1_700,,,,
701,679687,680232,TRUE,NZ_CP101161.1,NZ_CP101161.1_701,,,,
702,680229,681587,FALSE,NZ_CP101161.1,NZ_CP101161.1_702,,,,
703,681680,681982,TRUE,NZ_CP101161.1,NZ_CP101161.1_703,,,,
704,682010,684166,FALSE,NZ_CP101161.1,NZ_CP101161.1_704,,,,
705,684328,684627,TRUE,NZ_CP101161.1,NZ_CP101161.1_705,,,,
706,684628,685167,FALSE,NZ_CP101161.1,NZ_CP101161.1_706,,,,
707,685288,685515,TRUE,NZ_CP101161.1,NZ_CP101161.1_707,,,,
708,685536,686249,FALSE,NZ_CP101161.1,NZ_CP101161.1_708,,,,
709,686412,687056,TRUE,NZ_CP101161.1,NZ_CP101161.1_709,,,,
710,687149,687403,TRUE,NZ_CP101161.1,NZ_CP101161.1_710,,,,
711,687667,687900,FALSE,NZ_CP101161.1,NZ_CP101161.1_711,,,,
712,688061,688465,TRUE,NZ_CP101161.1,NZ_CP101161.1_712,,,,
713,689279,689716,FALSE,NZ_CP101161.1,NZ_CP101161.1_713,,,,
714,690340,690978,TRUE,NZ_CP101161.1,NZ_CP101161.1_714,,,,
715,690980,691138,FALSE,NZ_CP101161.1,NZ_CP101161.1_715,,,,
716,691231,692253,TRUE,NZ_CP101161.1,NZ_CP101161.1_716,,,,
717,692564,692830,FALSE,NZ_CP101161.1,NZ_CP101161.1_717,,,,
718,692907,693782,TRUE,NZ_CP101161.1,NZ_CP101161.1_718,,,,
719,693877,694461,TRUE,NZ_CP101161.1,NZ_CP101161.1_719,,,,
720,694549,695052,FALSE,NZ_CP101161.1,NZ_CP101161.1_720,,,,
721,695133,696779,TRUE,NZ_CP101161.1,NZ_CP101161.1_721,,,,
722,696849,697424,TRUE,NZ_CP101161.1,NZ_CP101161.1_722,,,,
723,697461,697598,FALSE,NZ_CP101161.1,NZ_CP101161.1_723,,,,
724,697678,698034,FALSE,NZ_CP101161.1,NZ_CP101161.1_724,,,,
725,698363,698608,TRUE,NZ_CP101161.1,NZ_CP101161.1_725,,,,
726,698741,698917,FALSE,NZ_CP101161.1,NZ_CP101161.1_726,,,,
727,699068,699505,FALSE,NZ_CP101161.1,NZ_CP101161.1_727,,,,
728,699809,700402,TRUE,NZ_CP101161.1,NZ_CP101161.1_728,,,,
729,700446,701792,TRUE,NZ_CP101161.1,NZ_CP101161.1_729,,,,
730,701807,702607,TRUE,NZ_CP101161.1,NZ_CP101161.1_730,,,,
731,702604,703608,FALSE,NZ_CP101161.1,NZ_CP101161.1_731,,,,
732,703605,704048,FALSE,NZ_CP101161.1,NZ_CP101161.1_732,,,,
733,704571,706010,FALSE,NZ_CP101161.1,NZ_CP101161.1_733,,,,
734,706363,706587,TRUE,NZ_CP101161.1,NZ_CP101161.1_734,,,,
735,706584,707837,TRUE,NZ_CP101161.1,NZ_CP101161.1_735,,,,
736,707984,708721,TRUE,NZ_CP101161.1,NZ_CP101161.1_736,,,,
737,708890,709333,FALSE,NZ_CP101161.1,NZ_CP101161.1_737,,,,
738,709419,710036,TRUE,NZ_CP101161.1,NZ_CP101161.1_738,,,,
739,710033,710656,FALSE,NZ_CP101161.1,NZ_CP101161.1_739,,,,
740,710658,711302,FALSE,NZ_CP101161.1,NZ_CP101161.1_740,,,,
741,711349,712356,FALSE,NZ_CP101161.1,NZ_CP101161.1_741,,,,
742,712353,713096,FALSE,NZ_CP101161.1,NZ_CP101161.1_742,,,,
743,713153,713902,FALSE,NZ_CP101161.1,NZ_CP101161.1_743,,,,
744,713973,715883,FALSE,NZ_CP101161.1,NZ_CP101161.1_744,,,,
745,715973,716308,TRUE,NZ_CP101161.1,NZ_CP101161.1_745,,,,
746,716366,716992,TRUE,NZ_CP101161.1,NZ_CP101161.1_746,,,,
747,717063,717839,TRUE,NZ_CP101161.1,NZ_CP101161.1_747,,,,
748,717840,719267,TRUE,NZ_CP101161.1,NZ_CP101161.1_748,,,,
749,719322,720353,TRUE,NZ_CP101161.1,NZ_CP101161.1_749,,,,
750,720400,721758,TRUE,NZ_CP101161.1,NZ_CP101161.1_750,,,,
751,721783,721938,FALSE,NZ_CP101161.1,NZ_CP101161.1_751,,,,
752,721957,723303,TRUE,NZ_CP101161.1,NZ_CP101161.1_752,,,,
753,723310,723624,FALSE,NZ_CP101161.1,NZ_CP101161.1_753,,,,
754,723791,724192,TRUE,NZ_CP101161.1,NZ_CP101161.1_754,,,,
755,724335,724640,TRUE,NZ_CP101161.1,NZ_CP101161.1_755,,,,
756,724720,724878,TRUE,NZ_CP101161.1,NZ_CP101161.1_756,,,,
757,724927,725814,TRUE,NZ_CP101161.1,NZ_CP101161.1_757,,,,
758,725872,726159,TRUE,NZ_CP101161.1,NZ_CP101161.1_758,,,,
759,726235,727581,TRUE,NZ_CP101161.1,NZ_CP101161.1_759,,,,
760,727625,728716,TRUE,NZ_CP101161.1,NZ_CP101161.1_760,,,,
761,728713,729378,TRUE,NZ_CP101161.1,NZ_CP101161.1_761,,,,
762,729375,730502,TRUE,NZ_CP101161.1,NZ_CP101161.1_762,,,,
763,730576,731112,TRUE,NZ_CP101161.1,NZ_CP101161.1_763,,,,
764,731212,731688,FALSE,NZ_CP101161.1,NZ_CP101161.1_764,,,,
765,731800,732378,TRUE,NZ_CP101161.1,NZ_CP101161.1_765,,,,
766,732787,733668,TRUE,NZ_CP101161.1,NZ_CP101161.1_766,,,,
767,733841,734854,FALSE,NZ_CP101161.1,NZ_CP101161.1_767,,,,
768,735010,735312,TRUE,NZ_CP101161.1,NZ_CP101161.1_768,,,,
769,735319,735636,TRUE,NZ_CP101161.1,NZ_CP101161.1_769,,,,
770,735720,737414,TRUE,NZ_CP101161.1,NZ_CP101161.1_770,,,,
771,737533,738540,FALSE,NZ_CP101161.1,NZ_CP101161.1_771,,,,
772,738605,739588,FALSE,NZ_CP101161.1,NZ_CP101161.1_772,,,,
773,739581,740447,FALSE,NZ_CP101161.1,NZ_CP101161.1_773,,,,
774,740544,741119,FALSE,NZ_CP101161.1,NZ_CP101161.1_774,,,,
775,741147,741293,FALSE,NZ_CP101161.1,NZ_CP101161.1_775,,,,
776,741290,743011,FALSE,NZ_CP101161.1,NZ_CP101161.1_776,,,,
777,743012,743410,FALSE,NZ_CP101161.1,NZ_CP101161.1_777,,,,
778,743410,743547,FALSE,NZ_CP101161.1,NZ_CP101161.1_778,,,,
779,743586,743930,FALSE,NZ_CP101161.1,NZ_CP101161.1_779,,,,
780,744179,745270,TRUE,NZ_CP101161.1,NZ_CP101161.1_780,,,,
781,745350,747101,FALSE,NZ_CP101161.1,NZ_CP101161.1_781,,,,
782,747266,747514,FALSE,NZ_CP101161.1,NZ_CP101161.1_782,,,,
783,748577,748885,FALSE,NZ_CP101161.1,NZ_CP101161.1_783,,,,
784,748887,750152,FALSE,NZ_CP101161.1,NZ_CP101161.1_784,,,,
785,750285,751232,FALSE,NZ_CP101161.1,NZ_CP101161.1_785,,,,
786,751232,751753,FALSE,NZ_CP101161.1,NZ_CP101161.1_786,,,,
787,751953,752168,TRUE,NZ_CP101161.1,NZ_CP101161.1_787,,,,
788,752226,753104,FALSE,NZ_CP101161.1,NZ_CP101161.1_788,,,,
789,753199,753702,FALSE,NZ_CP101161.1,NZ_CP101161.1_789,,,,
790,753921,756065,FALSE,NZ_CP101161.1,NZ_CP101161.1_790,,,,
791,756220,756903,FALSE,NZ_CP101161.1,NZ_CP101161.1_791,,,,
792,757057,757806,TRUE,NZ_CP101161.1,NZ_CP101161.1_792,,,,
793,757859,758263,TRUE,NZ_CP101161.1,NZ_CP101161.1_793,,,,
794,758280,758714,TRUE,NZ_CP101161.1,NZ_CP101161.1_794,,,,
795,758711,759145,TRUE,NZ_CP101161.1,NZ_CP101161.1_795,,,,
796,759191,760243,TRUE,NZ_CP101161.1,NZ_CP101161.1_796,,,,
797,760247,760477,FALSE,NZ_CP101161.1,NZ_CP101161.1_797,,,,
798,760565,761644,FALSE,NZ_CP101161.1,NZ_CP101161.1_798,,,,
799,761715,762149,FALSE,NZ_CP101161.1,NZ_CP101161.1_799,,,,
800,762190,764814,FALSE,NZ_CP101161.1,NZ_CP101161.1_800,,,,
801,764892,765908,TRUE,NZ_CP101161.1,NZ_CP101161.1_801,,,,
802,766052,767092,TRUE,NZ_CP101161.1,NZ_CP101161.1_802,,,,
803,767089,768093,TRUE,NZ_CP101161.1,NZ_CP101161.1_803,,,,
804,768093,768356,TRUE,NZ_CP101161.1,NZ_CP101161.1_804,,,,
805,768425,769009,TRUE,NZ_CP101161.1,NZ_CP101161.1_805,,,,
806,769017,769505,FALSE,NZ_CP101161.1,NZ_CP101161.1_806,,,,
807,769640,771130,TRUE,NZ_CP101161.1,NZ_CP101161.1_807,,,,
808,770950,772221,FALSE,NZ_CP101161.1,NZ_CP101161.1_808,,,,
809,772211,773215,FALSE,NZ_CP101161.1,NZ_CP101161.1_809,,,,
810,773820,774782,FALSE,NZ_CP101161.1,NZ_CP101161.1_810,,,,
811,774837,775481,FALSE,NZ_CP101161.1,NZ_CP101161.1_811,,,,
812,775659,776327,TRUE,NZ_CP101161.1,NZ_CP101161.1_812,,,,
813,776389,776631,TRUE,NZ_CP101161.1,NZ_CP101161.1_813,,,,
814,776641,777297,FALSE,NZ_CP101161.1,NZ_CP101161.1_814,,,,
815,777468,778124,FALSE,NZ_CP101161.1,NZ_CP101161.1_815,,,,
816,778374,778571,FALSE,NZ_CP101161.1,NZ_CP101161.1_816,,,,
817,778876,779061,TRUE,NZ_CP101161.1,NZ_CP101161.1_817,,,,
818,779068,779367,FALSE,NZ_CP101161.1,NZ_CP101161.1_818,,,,
819,779440,780243,FALSE,NZ_CP101161.1,NZ_CP101161.1_819,,,,
820,780362,783955,TRUE,NZ_CP101161.1,NZ_CP101161.1_820,,,,
821,783956,784471,FALSE,NZ_CP101161.1,NZ_CP101161.1_821,,,,
822,784584,786041,FALSE,NZ_CP101161.1,NZ_CP101161.1_822,,,,
823,786299,788467,FALSE,NZ_CP101161.1,NZ_CP101161.1_823,,,,
824,788571,789896,FALSE,NZ_CP101161.1,NZ_CP101161.1_824,,,,
825,790015,790476,FALSE,NZ_CP101161.1,NZ_CP101161.1_825,,,,
826,790558,791202,TRUE,NZ_CP101161.1,NZ_CP101161.1_826,,,,
827,791199,791390,FALSE,NZ_CP101161.1,NZ_CP101161.1_827,,,,
828,791467,791883,TRUE,NZ_CP101161.1,NZ_CP101161.1_828,,,,
829,791921,792334,TRUE,NZ_CP101161.1,NZ_CP101161.1_829,,,,
830,792331,792672,FALSE,NZ_CP101161.1,NZ_CP101161.1_830,,,,
831,792766,793545,TRUE,NZ_CP101161.1,NZ_CP101161.1_831,,,,
832,793562,794188,FALSE,NZ_CP101161.1,NZ_CP101161.1_832,,,,
833,794259,795398,TRUE,NZ_CP101161.1,NZ_CP101161.1_833,,,,
834,795398,795799,TRUE,NZ_CP101161.1,NZ_CP101161.1_834,,,,
835,795796,796527,FALSE,NZ_CP101161.1,NZ_CP101161.1_835,,,,
836,796565,797017,FALSE,NZ_CP101161.1,NZ_CP101161.1_836,,,,
