orf#,start,end,strand,contig,id,annot,score,evalue,aln_length,length
13,11931,14429,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_13,unknown,,,,2498
14,14472,16175,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_14,ORF24,599.3,6.9e-183,500,1703
15,16175,17467,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_15,ORF23,524.7,2.1e-160,410,1292
16,17464,18486,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_16,unknown,,,,1022
17,18486,19085,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_17,ORF21,232.9,3.5e-72,187,599
18,19092,19328,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_18,unknown,,,,236
19,19477,19758,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_19,unknown,,,,281
20,19755,19997,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_20,unknown,,,,242
21,19994,20911,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_21,ORF17,363.6,9.7e-112,293,917
22,20989,21219,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_22,unknown,,,,230
23,21375,21692,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_23,unknown,,,,317
24,21689,22072,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_24,unknown,,,,383
25,22072,22809,FALSE,JAJNEG010000028.1,JAJNEG010000028.1_25,unknown,,,,737
2,135,359,FALSE,JAKRVX010000010.1,JAKRVX010000010.1_2,unknown,,,,224
3,444,1532,FALSE,JAKRVX010000010.1,JAKRVX010000010.1_3,unknown,,,,1088
4,1938,2402,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_4,unknown,,,,464
5,2462,4015,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_5,unknown,,,,1553
6,4499,5164,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_6,unknown,,,,665
7,5185,9462,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_7,ORF6,1112.4,0,1250,4277
8,9459,11045,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_8,unknown,,,,1586
9,11048,11827,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_9,ORF8,304.7,2e-93,258,779
10,11971,13104,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_10,ORF10,257.5,9.4e-79,330,1133
11,13106,13378,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_11,unknown,,,,272
12,13520,14260,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_12,unknown,,,,740
13,14250,14498,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_13,unknown,,,,248
14,14498,14821,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_14,unknown,,,,323
15,14823,15740,TRUE,JAKRVX010000010.1,JAKRVX010000010.1_15,unknown,,,,917
12,9173,9313,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_12,unknown,,,,140
13,9310,9534,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_13,unknown,,,,224
14,9548,9856,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_14,unknown,,,,308
15,9891,10217,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_15,unknown,,,,326
16,10227,10499,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_16,unknown,,,,272
17,10555,11568,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_17,ORF10,177.5,5.4e-55,319,1013
18,11708,12994,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_18,unknown,,,,1286
19,13000,13299,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_19,unknown,,,,299
20,13303,14835,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_20,unknown,,,,1532
21,14905,15657,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_21,ORF8,154.5,3.6e-48,255,752
22,15647,15841,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_22,unknown,,,,194
23,15838,16491,FALSE,Kenyon_NODE_596,Kenyon_NODE_596_length_16493_cov_7.34451_23,ORF6,138.5,3.1e-43,225,653
79,49016,49468,TRUE,NXNI01000003.1,NXNI01000003.1_79,unknown,,,,452
80,49465,49779,TRUE,NXNI01000003.1,NXNI01000003.1_80,unknown,,,,314
81,49835,50185,TRUE,NXNI01000003.1,NXNI01000003.1_81,unknown,,,,350
82,50270,50464,FALSE,NXNI01000003.1,NXNI01000003.1_82,unknown,,,,194
83,50767,51528,TRUE,NXNI01000003.1,NXNI01000003.1_83,unknown,,,,761
84,51542,56146,TRUE,NXNI01000003.1,NXNI01000003.1_84,ORF6,941.4,5.3e-285,1227,4604
85,56143,57699,TRUE,NXNI01000003.1,NXNI01000003.1_85,unknown,,,,1556
86,57703,58491,TRUE,NXNI01000003.1,NXNI01000003.1_86,ORF8,115.3,1.4e-35,233,788
87,58617,60047,TRUE,NXNI01000003.1,NXNI01000003.1_87,ORF10,149,1.1e-45,119,1430
88,60053,60325,TRUE,NXNI01000003.1,NXNI01000003.1_88,unknown,,,,272
89,60413,60790,TRUE,NXNI01000003.1,NXNI01000003.1_89,unknown,,,,377
90,60835,61161,TRUE,NXNI01000003.1,NXNI01000003.1_90,unknown,,,,326
91,61305,61997,TRUE,NXNI01000003.1,NXNI01000003.1_91,unknown,,,,692
92,62244,62498,TRUE,NXNI01000003.1,NXNI01000003.1_92,unknown,,,,254
1,2,1204,FALSE,PSYY01000010.1,PSYY01000010.1_1,unknown,,,,1202
2,1219,4983,FALSE,PSYY01000010.1,PSYY01000010.1_2,ORF6,1058.4,0,165,3764
3,4980,5387,FALSE,PSYY01000010.1,PSYY01000010.1_3,unknown,,,,407
4,5390,5623,FALSE,PSYY01000010.1,PSYY01000010.1_4,unknown,,,,233
5,5629,6237,FALSE,PSYY01000010.1,PSYY01000010.1_5,unknown,,,,608
6,6747,7607,FALSE,PSYY01000010.1,PSYY01000010.1_6,unknown,,,,860
7,7604,8032,FALSE,PSYY01000010.1,PSYY01000010.1_7,unknown,,,,428
1,415,2124,TRUE,QPLN01000011.1,QPLN01000011.1_1,unknown,,,,1709
2,2141,5992,TRUE,QPLN01000011.1,QPLN01000011.1_2,ORF6,871.1,7.3e-264,1142,3851
3,5989,7584,TRUE,QPLN01000011.1,QPLN01000011.1_3,unknown,,,,1595
4,7589,8281,TRUE,QPLN01000011.1,QPLN01000011.1_4,ORF8,115.4,1.1e-35,248,692
5,8442,9467,TRUE,QPLN01000011.1,QPLN01000011.1_5,ORF10,208.4,7.5e-64,333,1025
6,9471,9734,TRUE,QPLN01000011.1,QPLN01000011.1_6,unknown,,,,263
7,9950,10225,TRUE,QPLN01000011.1,QPLN01000011.1_7,unknown,,,,275
8,10212,10346,FALSE,QPLN01000011.1,QPLN01000011.1_8,unknown,,,,134
9,10630,11232,TRUE,QPLN01000011.1,QPLN01000011.1_9,unknown,,,,602
10,11232,11489,TRUE,QPLN01000011.1,QPLN01000011.1_10,unknown,,,,257
1,44,4324,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_1,ORF6,580.5,5.9e-177,1235,4280
2,4321,4587,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_2,unknown,,,,266
3,4584,5024,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_3,unknown,,,,440
4,5021,6676,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_4,unknown,,,,1655
5,6680,7423,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_5,ORF8,115.6,1.3e-36,234,743
6,7539,8615,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_6,ORF10,150.3,5.2e-47,324,1076
7,8925,9590,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_7,unknown,,,,665
8,9590,9925,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_8,unknown,,,,335
9,9925,10863,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_9,unknown,,,,938
10,10974,11183,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_10,unknown,,,,209
11,11186,11461,TRUE,Torrens_NODE_2029,Torrens_NODE_2029_length_12012_cov_23.663126_11,unknown,,,,275
47,29817,29942,FALSE,WOWA01000007.1,WOWA01000007.1_47,unknown,,,,125
48,29939,30379,FALSE,WOWA01000007.1,WOWA01000007.1_48,unknown,,,,440
49,30376,31374,FALSE,WOWA01000007.1,WOWA01000007.1_49,unknown,,,,998
50,31371,32306,FALSE,WOWA01000007.1,WOWA01000007.1_50,unknown,,,,935
51,32579,32848,FALSE,WOWA01000007.1,WOWA01000007.1_51,unknown,,,,269
52,32853,33869,FALSE,WOWA01000007.1,WOWA01000007.1_52,ORF10,218.4,6.3e-67,332,1016
53,34054,35349,FALSE,WOWA01000007.1,WOWA01000007.1_53,unknown,,,,1295
54,35346,36338,FALSE,WOWA01000007.1,WOWA01000007.1_54,unknown,,,,992
55,36335,37909,FALSE,WOWA01000007.1,WOWA01000007.1_55,unknown,,,,1574
56,37922,38614,FALSE,WOWA01000007.1,WOWA01000007.1_56,ORF8,106.2,6.3e-33,246,692
57,38619,42197,FALSE,WOWA01000007.1,WOWA01000007.1_57,ORF6,1008.9,1.7e-305,1168,3578
58,42210,42893,FALSE,WOWA01000007.1,WOWA01000007.1_58,unknown,,,,683
59,43124,43327,FALSE,WOWA01000007.1,WOWA01000007.1_59,unknown,,,,203
60,43372,43626,FALSE,WOWA01000007.1,WOWA01000007.1_60,unknown,,,,254
61,43623,43940,FALSE,WOWA01000007.1,WOWA01000007.1_61,unknown,,,,317
62,44418,44534,TRUE,WOWA01000007.1,WOWA01000007.1_62,unknown,,,,116
15,6561,7541,FALSE,WPCC01000021.1,WPCC01000021.1_15,unknown,,,,980
16,7834,8304,FALSE,WPCC01000021.1,WPCC01000021.1_16,unknown,,,,470
17,8309,8812,FALSE,WPCC01000021.1,WPCC01000021.1_17,unknown,,,,503
18,9225,9353,FALSE,WPCC01000021.1,WPCC01000021.1_18,unknown,,,,128
19,9643,10191,TRUE,WPCC01000021.1,WPCC01000021.1_19,unknown,,,,548
20,10204,14676,TRUE,WPCC01000021.1,WPCC01000021.1_20,ORF6,895.2,3.2e-271,1205,4472
21,14684,15730,TRUE,WPCC01000021.1,WPCC01000021.1_21,unknown,,,,1046
22,15850,17481,TRUE,WPCC01000021.1,WPCC01000021.1_22,unknown,,,,1631
23,17484,18290,TRUE,WPCC01000021.1,WPCC01000021.1_23,ORF8,129.7,3.6e-40,249,806
24,18409,19437,TRUE,WPCC01000021.1,WPCC01000021.1_24,ORF10,257,9.8e-79,327,1028
25,19440,19700,TRUE,WPCC01000021.1,WPCC01000021.1_25,unknown,,,,260
26,19892,20551,TRUE,WPCC01000021.1,WPCC01000021.1_26,unknown,,,,659
27,20548,20940,TRUE,WPCC01000021.1,WPCC01000021.1_27,unknown,,,,392
28,20940,21200,TRUE,WPCC01000021.1,WPCC01000021.1_28,unknown,,,,260
29,21197,22090,TRUE,WPCC01000021.1,WPCC01000021.1_29,unknown,,,,893
