orf#,start,end,strand,contig,id,annot,score,evalue,aln_length,length
93,-56508,-56056,FALSE,NC_015659.1,NC_015659.1_93,unknown,,,,452
94,-57419,-56718,FALSE,NC_015659.1,NC_015659.1_94,unknown,,,,701
95,-57998,-57609,FALSE,NC_015659.1,NC_015659.1_95,unknown,,,,389
96,-59266,-58100,FALSE,NC_015659.1,NC_015659.1_96,ORF10,332.9,1.3e-101,325,1166
97,-60325,-59282,FALSE,NC_015659.1,NC_015659.1_97,unknown,,,,1043
98,-61155,-60397,FALSE,NC_015659.1,NC_015659.1_98,unknown,,,,758
99,-62224,-61160,FALSE,NC_015659.1,NC_015659.1_99,ORF8,145,1.3e-44,27,1064
100,-63056,-62238,FALSE,NC_015659.1,NC_015659.1_100,ORF8,316.1,8.1e-97,260,818
101,-64627,-63059,FALSE,NC_015659.1,NC_015659.1_101,unknown,,,,1568
102,-67985,-64638,FALSE,NC_015659.1,NC_015659.1_102,ORF6,1203.2,0,1178,3347
103,-68658,-67999,FALSE,NC_015659.1,NC_015659.1_103,unknown,,,,659
85,70336,70605,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_85,unknown,,,,269
86,70672,72252,FALSE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_86,unknown,,,,1580
87,72401,72604,FALSE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_87,unknown,,,,203
88,72886,73563,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_88,unknown,,,,677
89,73573,76854,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_89,ORF6,1100.7,0,1166,3281
90,76864,77655,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_90,ORF8,321.3,2.3e-98,254,791
91,77774,80164,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_91,unknown,,,,2390
92,80161,81126,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_92,unknown,,,,965
93,81138,81662,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_93,unknown,,,,524
94,81659,82357,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_94,unknown,,,,698
95,82517,83545,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_95,ORF10,334.7,4.1e-102,327,1028
96,83633,83881,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_96,unknown,,,,248
97,84036,84683,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_97,unknown,,,,647
98,84892,85347,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_98,unknown,,,,455
99,85344,86288,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_99,ORF17,423.5,2.5e-129,297,944
100,86285,86521,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_100,unknown,,,,236
101,86518,86808,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_101,unknown,,,,290
102,87080,87628,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_102,unknown,,,,548
103,87611,87736,FALSE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_103,unknown,,,,125
104,87853,88185,FALSE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_104,unknown,,,,332
105,88370,90403,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_105,unknown,,,,2033
106,90404,92206,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_106,unknown,,,,1802
107,92577,92792,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_107,unknown,,,,215
108,92789,93373,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_108,ORF21,218,6.1e-67,192,584
109,93370,94398,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_109,unknown,,,,1028
110,94395,95633,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_110,ORF23,555.3,5e-169,420,1238
111,95634,97265,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_111,ORF24,642,3.5e-195,510,1631
112,97634,100003,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_112,unknown,,,,2369
113,100016,100963,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_113,unknown,,,,947
114,101243,101749,TRUE,NZ_AOIO01000049.1,NZ_AOIO01000049.1_114,unknown,,,,506
16,9131,9751,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_16,unknown,,,,620
17,9932,10495,FALSE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_17,unknown,,,,563
18,10824,11612,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_18,unknown,,,,788
19,11686,11886,FALSE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_19,unknown,,,,200
20,12187,12837,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_20,unknown,,,,650
21,12848,16498,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_21,ORF6,1340.9,0,1183,3650
22,16495,18036,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_22,unknown,,,,1541
23,18040,18813,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_23,ORF8,354.5,1.2e-108,258,773
24,18922,19956,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_24,ORF10,289.7,1.4e-88,315,1034
25,20045,20293,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_25,unknown,,,,248
26,20448,21095,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_26,unknown,,,,647
27,21304,21759,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_27,unknown,,,,455
28,21756,22697,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_28,ORF17,422.5,3.6e-129,298,941
29,22694,22930,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_29,unknown,,,,236
30,22927,23217,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_30,unknown,,,,290
31,23387,23602,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_31,unknown,,,,215
32,23599,24183,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_32,ORF21,219.8,1.2e-67,192,584
33,24180,25208,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_33,unknown,,,,1028
34,25205,26443,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_34,ORF23,557.1,1e-169,420,1238
35,26444,28075,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_35,ORF24,640.2,9.3e-195,512,1631
36,28090,30459,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_36,unknown,,,,2369
37,30472,31419,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_37,unknown,,,,947
38,31699,33282,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_38,unknown,,,,1583
39,33361,33810,TRUE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_39,unknown,,,,449
40,33877,34557,FALSE,NZ_AOIP01000022.1,NZ_AOIP01000022.1_40,unknown,,,,680
16,-14354,-13545,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_16,unknown,,,,809
17,-15601,-14354,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_17,unknown,,,,1247
18,-18214,-16589,TRUE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_18,unknown,,,,1625
19,-20757,-18742,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_19,unknown,,,,2015
20,-21313,-20867,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_20,unknown,,,,446
21,-22855,-21356,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_21,ORF24,593.3,9.8e-181,499,1499
22,-23945,-23199,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_22,ORF23,301.2,2.9e-92,242,746
23,-24472,-23897,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_23,ORF23,67.1,3.3e-21,95,575
24,-25500,-24469,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_24,unknown,,,,1031
25,-26099,-25500,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_25,ORF21,233.2,6.2e-72,195,599
26,-26339,-26106,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_26,unknown,,,,233
27,-26769,-26488,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_27,unknown,,,,281
28,-27005,-26769,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_28,unknown,,,,236
29,-27916,-27002,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_29,ORF17,359.2,4.3e-110,291,914
30,-28017,-27913,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_30,unknown,,,,104
31,-29308,-28049,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_31,unknown,,,,1259
32,-29499,-29362,TRUE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_32,unknown,,,,137
33,-29893,-29576,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_33,unknown,,,,317
34,-30270,-29890,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_34,unknown,,,,380
35,-31013,-30270,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_35,unknown,,,,743
36,-31243,-31010,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_36,unknown,,,,233
37,-31804,-31496,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_37,unknown,,,,308
38,-32118,-31801,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_38,unknown,,,,317
39,-32644,-32354,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_39,unknown,,,,290
40,-34139,-32646,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_40,ORF10,130.6,2.3e-40,160,1493
41,-35015,-34248,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_41,unknown,,,,767
42,-35661,-35062,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_42,unknown,,,,599
43,-36479,-35661,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_43,unknown,,,,818
44,-37475,-36486,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_44,unknown,,,,989
45,-37612,-37472,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_45,unknown,,,,140
46,-37829,-37599,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_46,unknown,,,,230
47,-38638,-37826,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_47,ORF8,275.9,7.3e-85,257,812
48,-39438,-38647,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_48,unknown,,,,791
49,-40301,-39435,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_49,unknown,,,,866
50,-44122,-40298,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_50,ORF6,956.5,8e-290,1228,3824
51,-45113,-44457,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_51,unknown,,,,656
52,-46260,-45433,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_52,unknown,,,,827
53,-48169,-46307,FALSE,NZ_AOJE01000051.1,NZ_AOJE01000051.1_53,unknown,,,,1862
35,-21874,-21506,TRUE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_35,unknown,,,,368
36,-23660,-22086,TRUE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_36,unknown,,,,1574
37,-24965,-23988,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_37,unknown,,,,977
38,-27447,-24958,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_38,unknown,,,,2489
39,-27668,-27474,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_39,unknown,,,,194
40,-29479,-27665,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_40,ORF24,575.9,4.1e-175,504,1814
41,-30852,-29479,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_41,ORF23,443.5,4.5e-135,425,1373
42,-31910,-30849,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_42,unknown,,,,1061
43,-32602,-31910,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_43,ORF21,216.8,1.4e-66,189,692
44,-32885,-32592,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_44,unknown,,,,293
45,-33261,-32992,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_45,unknown,,,,269
46,-33494,-33258,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_46,unknown,,,,236
47,-34380,-33487,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_47,ORF17,367.2,3.6e-112,284,893
48,-34676,-34374,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_48,unknown,,,,302
49,-35053,-34676,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_49,unknown,,,,377
50,-35379,-35050,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_50,unknown,,,,329
51,-36044,-35379,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_51,unknown,,,,665
52,-36398,-36210,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_52,unknown,,,,188
53,-36737,-36459,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_53,unknown,,,,278
54,-37762,-36746,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_54,ORF10,257.1,1.7e-78,318,1016
55,-38670,-37897,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_55,ORF8,128.8,1.2e-39,232,773
56,-40286,-38670,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_56,unknown,,,,1616
57,-43577,-40299,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_57,ORF6,993.7,1.1e-300,222,3278
58,-44141,-43671,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_58,unknown,,,,470
59,-44875,-44174,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_59,unknown,,,,701
60,-46473,-45166,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_60,unknown,,,,1307
61,-49649,-46470,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_61,unknown,,,,3179
62,-50429,-50142,FALSE,NZ_AOLM01000007.1,NZ_AOLM01000007.1_62,unknown,,,,287
15,11957,12154,FALSE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_15,unknown,,,,197
16,12460,13122,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_16,unknown,,,,662
17,13280,15133,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_17,unknown,,,,1853
18,15136,15738,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_18,unknown,,,,602
19,15743,19432,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_19,ORF6,1247.8,0,1177,3689
20,19445,21022,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_20,unknown,,,,1577
21,21028,21840,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_21,ORF8,307,1e-93,259,812
22,21958,23379,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_22,ORF10,143,1.6e-43,117,1421
23,23572,24282,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_23,unknown,,,,710
24,24287,24478,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_24,unknown,,,,191
25,24538,24795,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_25,unknown,,,,257
26,24798,25061,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_26,unknown,,,,263
27,25064,26422,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_27,ORF17,397.8,3.2e-121,289,1358
28,26419,26730,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_28,unknown,,,,311
29,26727,27032,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_29,unknown,,,,305
30,27079,27318,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_30,unknown,,,,239
31,27315,27983,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_31,ORF21,234.3,1.1e-71,196,668
32,27980,28975,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_32,unknown,,,,995
33,28990,30336,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_33,ORF23,550.9,2e-167,425,1346
34,30340,32361,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_34,ORF24,706.9,1.5e-214,521,2021
35,32367,34847,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_35,unknown,,,,2480
36,34850,35788,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_36,unknown,,,,938
37,36175,36984,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_37,unknown,,,,809
38,36981,37220,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_38,unknown,,,,239
39,37224,37724,TRUE,NZ_AOLZ01000012.1,NZ_AOLZ01000012.1_39,unknown,,,,500
27,19802,20350,FALSE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_27,unknown,,,,548
28,20522,21322,FALSE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_28,unknown,,,,800
29,21391,21807,FALSE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_29,unknown,,,,416
30,21837,22247,FALSE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_30,unknown,,,,410
31,22756,23346,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_31,unknown,,,,590
32,23437,27639,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_32,ORF6,998.2,4.5e-302,1225,4202
33,27647,29251,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_33,unknown,,,,1604
34,29248,30006,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_34,ORF8,140.5,3.4e-43,258,758
35,30166,31242,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_35,ORF10,255.4,5.6e-78,335,1076
36,31436,32068,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_36,unknown,,,,632
37,32065,32610,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_37,unknown,,,,545
38,32788,32907,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_38,unknown,,,,119
39,32907,33794,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_39,ORF17,403.1,4.2e-123,290,887
40,33804,34049,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_40,unknown,,,,245
41,34050,34331,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_41,unknown,,,,281
42,34426,34626,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_42,unknown,,,,200
43,34642,35238,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_43,ORF21,189.7,2.8e-58,183,596
44,35239,36255,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_44,unknown,,,,1016
45,36255,37511,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_45,ORF23,586.4,1.8e-178,427,1256
46,37511,39295,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_46,ORF24,574.4,1.1e-174,451,1784
47,39512,40051,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_47,unknown,,,,539
48,40135,42510,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_48,unknown,,,,2375
49,42859,45021,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_49,unknown,,,,2162
50,45374,46828,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_50,unknown,,,,1454
51,46832,47485,TRUE,NZ_BBJN01000020.1,NZ_BBJN01000020.1_51,unknown,,,,653
55,-56582,-55617,FALSE,NZ_CP019329.1,NZ_CP019329.1_55,unknown,,,,965
56,-58252,-56585,FALSE,NZ_CP019329.1,NZ_CP019329.1_56,unknown,,,,1667
57,-60809,-58353,FALSE,NZ_CP019329.1,NZ_CP019329.1_57,unknown,,,,2456
58,-61143,-60799,FALSE,NZ_CP019329.1,NZ_CP019329.1_58,unknown,,,,344
59,-61402,-61145,FALSE,NZ_CP019329.1,NZ_CP019329.1_59,unknown,,,,257
60,-63415,-61406,FALSE,NZ_CP019329.1,NZ_CP019329.1_60,ORF24,695.7,3.8e-211,519,2009
61,-64842,-63418,FALSE,NZ_CP019329.1,NZ_CP019329.1_61,ORF23,551.4,1.5e-167,429,1424
62,-65859,-64861,FALSE,NZ_CP019329.1,NZ_CP019329.1_62,unknown,,,,998
63,-66592,-65909,FALSE,NZ_CP019329.1,NZ_CP019329.1_63,ORF21,217.1,2.2e-66,192,683
64,-66879,-66622,FALSE,NZ_CP019329.1,NZ_CP019329.1_64,unknown,,,,257
65,-67240,-66926,FALSE,NZ_CP019329.1,NZ_CP019329.1_65,unknown,,,,314
66,-67559,-67233,FALSE,NZ_CP019329.1,NZ_CP019329.1_66,unknown,,,,326
67,-68866,-67556,FALSE,NZ_CP019329.1,NZ_CP019329.1_67,ORF17,386.5,8.9e-118,291,1310
68,-69128,-68874,FALSE,NZ_CP019329.1,NZ_CP019329.1_68,unknown,,,,254
69,-69425,-69234,FALSE,NZ_CP019329.1,NZ_CP019329.1_69,unknown,,,,191
70,-70201,-69440,FALSE,NZ_CP019329.1,NZ_CP019329.1_70,unknown,,,,761
71,-70785,-70246,FALSE,NZ_CP019329.1,NZ_CP019329.1_71,unknown,,,,539
72,-71967,-70906,FALSE,NZ_CP019329.1,NZ_CP019329.1_72,ORF10,249.2,8.2e-76,316,1061
73,-73277,-72150,TRUE,NZ_CP019329.1,NZ_CP019329.1_73,unknown,,,,1127
74,-74043,-73303,FALSE,NZ_CP019329.1,NZ_CP019329.1_74,unknown,,,,740
75,-74828,-74064,FALSE,NZ_CP019329.1,NZ_CP019329.1_75,unknown,,,,764
76,-76146,-74830,FALSE,NZ_CP019329.1,NZ_CP019329.1_76,unknown,,,,1316
77,-77346,-76147,FALSE,NZ_CP019329.1,NZ_CP019329.1_77,ORF8,131.6,3.4e-40,28,1199
78,-78196,-77351,FALSE,NZ_CP019329.1,NZ_CP019329.1_78,ORF8,325.2,2.9e-99,260,845
79,-79713,-78202,FALSE,NZ_CP019329.1,NZ_CP019329.1_79,unknown,,,,1511
80,-83168,-79722,FALSE,NZ_CP019329.1,NZ_CP019329.1_80,ORF6,1144,0,1176,3446
81,-83819,-83175,FALSE,NZ_CP019329.1,NZ_CP019329.1_81,unknown,,,,644
82,-84467,-84225,FALSE,NZ_CP019329.1,NZ_CP019329.1_82,unknown,,,,242
83,-85046,-84642,TRUE,NZ_CP019329.1,NZ_CP019329.1_83,unknown,,,,404
48,-19624,-19382,FALSE,NZ_CP084476.1,NZ_CP084476.1_48,unknown,,,,242
49,-20430,-19621,FALSE,NZ_CP084476.1,NZ_CP084476.1_49,unknown,,,,809
50,-21971,-20478,FALSE,NZ_CP084476.1,NZ_CP084476.1_50,unknown,,,,1493
51,-23185,-22244,FALSE,NZ_CP084476.1,NZ_CP084476.1_51,unknown,,,,941
52,-25590,-23185,FALSE,NZ_CP084476.1,NZ_CP084476.1_52,unknown,,,,2405
53,-27223,-25601,FALSE,NZ_CP084476.1,NZ_CP084476.1_53,ORF24,617.6,9.8e-188,510,1622
54,-28484,-27225,FALSE,NZ_CP084476.1,NZ_CP084476.1_54,ORF23,560.7,1.2e-170,421,1259
55,-29506,-28481,FALSE,NZ_CP084476.1,NZ_CP084476.1_55,unknown,,,,1025
56,-30087,-29503,FALSE,NZ_CP084476.1,NZ_CP084476.1_56,ORF21,216.5,1.9e-66,192,584
57,-30299,-30084,FALSE,NZ_CP084476.1,NZ_CP084476.1_57,unknown,,,,215
58,-30760,-30464,FALSE,NZ_CP084476.1,NZ_CP084476.1_58,unknown,,,,296
59,-30987,-30757,FALSE,NZ_CP084476.1,NZ_CP084476.1_59,unknown,,,,230
60,-31922,-30984,FALSE,NZ_CP084476.1,NZ_CP084476.1_60,ORF17,400.5,2.9e-122,298,938
61,-32374,-31925,FALSE,NZ_CP084476.1,NZ_CP084476.1_61,unknown,,,,449
62,-32577,-32377,FALSE,NZ_CP084476.1,NZ_CP084476.1_62,unknown,,,,200
63,-33344,-32574,FALSE,NZ_CP084476.1,NZ_CP084476.1_63,unknown,,,,770
64,-33732,-33478,FALSE,NZ_CP084476.1,NZ_CP084476.1_64,unknown,,,,254
65,-34156,-33737,FALSE,NZ_CP084476.1,NZ_CP084476.1_65,unknown,,,,419
66,-35365,-34259,FALSE,NZ_CP084476.1,NZ_CP084476.1_66,ORF10,344.8,3.9e-105,329,1106
67,-36429,-35527,FALSE,NZ_CP084476.1,NZ_CP084476.1_67,unknown,,,,902
68,-36812,-36522,FALSE,NZ_CP084476.1,NZ_CP084476.1_68,unknown,,,,290
69,-37438,-36809,FALSE,NZ_CP084476.1,NZ_CP084476.1_69,unknown,,,,629
70,-37853,-37641,TRUE,NZ_CP084476.1,NZ_CP084476.1_70,unknown,,,,212
71,-39415,-37850,TRUE,NZ_CP084476.1,NZ_CP084476.1_71,unknown,,,,1565
72,-40947,-39439,FALSE,NZ_CP084476.1,NZ_CP084476.1_72,unknown,,,,1508
73,-42019,-40958,FALSE,NZ_CP084476.1,NZ_CP084476.1_73,unknown,,,,1061
74,-42875,-42087,FALSE,NZ_CP084476.1,NZ_CP084476.1_74,ORF8,319.8,7.5e-98,259,788
75,-44432,-42885,FALSE,NZ_CP084476.1,NZ_CP084476.1_75,unknown,,,,1547
76,-45776,-44535,FALSE,NZ_CP084476.1,NZ_CP084476.1_76,unknown,,,,1241
77,-48448,-45779,FALSE,NZ_CP084476.1,NZ_CP084476.1_77,ORF6,1101.5,0,844,2669
78,-48672,-48490,FALSE,NZ_CP084476.1,NZ_CP084476.1_78,unknown,,,,182
79,-49658,-49107,FALSE,NZ_CP084476.1,NZ_CP084476.1_79,unknown,,,,551
80,-50225,-50022,TRUE,NZ_CP084476.1,NZ_CP084476.1_80,unknown,,,,203
28,27343,27783,FALSE,NZ_CP095494.1,NZ_CP095494.1_28,unknown,,,,440
29,28110,28913,TRUE,NZ_CP095494.1,NZ_CP095494.1_29,unknown,,,,803
30,28903,29445,TRUE,NZ_CP095494.1,NZ_CP095494.1_30,unknown,,,,542
31,29544,29741,FALSE,NZ_CP095494.1,NZ_CP095494.1_31,unknown,,,,197
32,30018,30683,TRUE,NZ_CP095494.1,NZ_CP095494.1_32,unknown,,,,665
33,30694,34293,TRUE,NZ_CP095494.1,NZ_CP095494.1_33,ORF6,1373.1,0,1179,3599
34,34303,37557,TRUE,NZ_CP095494.1,NZ_CP095494.1_34,ORF6,1203.7,0,115,3254
35,37567,39150,TRUE,NZ_CP095494.1,NZ_CP095494.1_35,unknown,,,,1583
36,39158,39976,TRUE,NZ_CP095494.1,NZ_CP095494.1_36,ORF8,318.4,1.7e-97,261,818
37,40111,41136,TRUE,NZ_CP095494.1,NZ_CP095494.1_37,ORF10,296.8,1.4e-90,323,1025
38,41214,41621,TRUE,NZ_CP095494.1,NZ_CP095494.1_38,unknown,,,,407
39,41658,42362,TRUE,NZ_CP095494.1,NZ_CP095494.1_39,unknown,,,,704
40,42359,43105,TRUE,NZ_CP095494.1,NZ_CP095494.1_40,unknown,,,,746
41,43448,43846,TRUE,NZ_CP095494.1,NZ_CP095494.1_41,unknown,,,,398
42,43880,44200,TRUE,NZ_CP095494.1,NZ_CP095494.1_42,unknown,,,,320
