orf#,start,end,strand,contig,id,annot,score,evalue,aln_length,length
63,-33344,-32574,FALSE,CP084476.1,CP084476.1_63,unknown,,,,770
64,-33732,-33478,FALSE,CP084476.1,CP084476.1_64,unknown,,,,254
65,-34156,-33737,FALSE,CP084476.1,CP084476.1_65,unknown,,,,419
66,-35365,-34259,FALSE,CP084476.1,CP084476.1_66,ORF10,344.8,3.9e-105,329,1106
67,-36429,-35527,FALSE,CP084476.1,CP084476.1_67,unknown,,,,902
68,-36812,-36522,FALSE,CP084476.1,CP084476.1_68,unknown,,,,290
69,-37438,-36809,FALSE,CP084476.1,CP084476.1_69,unknown,,,,629
70,-37853,-37641,TRUE,CP084476.1,CP084476.1_70,unknown,,,,212
71,-39415,-37850,TRUE,CP084476.1,CP084476.1_71,unknown,,,,1565
72,-40947,-39439,FALSE,CP084476.1,CP084476.1_72,unknown,,,,1508
73,-42019,-40958,FALSE,CP084476.1,CP084476.1_73,unknown,,,,1061
74,-42875,-42087,FALSE,CP084476.1,CP084476.1_74,ORF8,319.8,7.5e-98,259,788
75,-44432,-42885,FALSE,CP084476.1,CP084476.1_75,unknown,,,,1547
76,-45776,-44535,FALSE,CP084476.1,CP084476.1_76,unknown,,,,1241
77,-48448,-45779,FALSE,CP084476.1,CP084476.1_77,ORF6,1101.5,0,844,2669
78,-48672,-48490,FALSE,CP084476.1,CP084476.1_78,unknown,,,,182
79,-49658,-49107,FALSE,CP084476.1,CP084476.1_79,unknown,,,,551
80,-50225,-50022,TRUE,CP084476.1,CP084476.1_80,unknown,,,,203
81,-50611,-50306,FALSE,CP084476.1,CP084476.1_81,unknown,,,,305
82,-51102,-50608,FALSE,CP084476.1,CP084476.1_82,unknown,,,,494
28,27343,27783,FALSE,CP095494.1,CP095494.1_28,unknown,,,,440
29,28110,28913,TRUE,CP095494.1,CP095494.1_29,unknown,,,,803
30,28903,29445,TRUE,CP095494.1,CP095494.1_30,unknown,,,,542
31,29544,29741,FALSE,CP095494.1,CP095494.1_31,unknown,,,,197
32,30018,30683,TRUE,CP095494.1,CP095494.1_32,unknown,,,,665
33,30694,34293,TRUE,CP095494.1,CP095494.1_33,ORF6,1373.1,0,1179,3599
34,34303,37557,TRUE,CP095494.1,CP095494.1_34,ORF6,1203.7,0,115,3254
35,37567,39150,TRUE,CP095494.1,CP095494.1_35,unknown,,,,1583
36,39158,39976,TRUE,CP095494.1,CP095494.1_36,ORF8,318.4,1.7e-97,261,818
37,40111,41136,TRUE,CP095494.1,CP095494.1_37,ORF10,296.8,1.4e-90,323,1025
38,41214,41621,TRUE,CP095494.1,CP095494.1_38,unknown,,,,407
39,41658,42362,TRUE,CP095494.1,CP095494.1_39,unknown,,,,704
40,42359,43105,TRUE,CP095494.1,CP095494.1_40,unknown,,,,746
41,43448,43846,TRUE,CP095494.1,CP095494.1_41,unknown,,,,398
42,43880,44200,TRUE,CP095494.1,CP095494.1_42,unknown,,,,320
43,44208,44543,TRUE,CP095494.1,CP095494.1_43,unknown,,,,335
44,44540,45454,TRUE,CP095494.1,CP095494.1_44,ORF17,399,7.1e-122,291,914
45,45448,45672,TRUE,CP095494.1,CP095494.1_45,unknown,,,,224
46,45669,45959,TRUE,CP095494.1,CP095494.1_46,unknown,,,,290
47,46043,46351,TRUE,CP095494.1,CP095494.1_47,unknown,,,,308
48,46361,47074,TRUE,CP095494.1,CP095494.1_48,ORF21,222.8,2e-68,192,713
49,47071,48120,TRUE,CP095494.1,CP095494.1_49,unknown,,,,1049
50,48140,49498,TRUE,CP095494.1,CP095494.1_50,ORF23,529.4,3.6e-161,422,1358
51,49499,51622,TRUE,CP095494.1,CP095494.1_51,ORF24,671.2,5.1e-204,520,2123
52,51625,54078,TRUE,CP095494.1,CP095494.1_52,unknown,,,,2453
53,54081,55040,TRUE,CP095494.1,CP095494.1_53,unknown,,,,959
54,55309,55668,TRUE,CP095494.1,CP095494.1_54,unknown,,,,359
55,55749,56006,TRUE,CP095494.1,CP095494.1_55,unknown,,,,257
56,56053,56601,FALSE,CP095494.1,CP095494.1_56,unknown,,,,548
22,-8027,-7461,TRUE,CP099999.1,CP099999.1_22,unknown,,,,566
23,-8239,-8024,TRUE,CP099999.1,CP099999.1_23,unknown,,,,215
24,-8893,-8765,TRUE,CP099999.1,CP099999.1_24,unknown,,,,128
25,-9304,-8933,FALSE,CP099999.1,CP099999.1_25,unknown,,,,371
26,-11956,-9515,FALSE,CP099999.1,CP099999.1_26,unknown,,,,2441
27,-13798,-11963,FALSE,CP099999.1,CP099999.1_27,ORF24,671.8,2.3e-204,521,1835
28,-15135,-13801,FALSE,CP099999.1,CP099999.1_28,ORF23,556,2e-169,424,1334
29,-16131,-15151,FALSE,CP099999.1,CP099999.1_29,unknown,,,,980
30,-16793,-16128,FALSE,CP099999.1,CP099999.1_30,ORF21,229.9,9.3e-71,193,665
31,-17107,-16790,FALSE,CP099999.1,CP099999.1_31,unknown,,,,317
32,-17373,-17059,FALSE,CP099999.1,CP099999.1_32,unknown,,,,314
33,-17653,-17366,FALSE,CP099999.1,CP099999.1_33,unknown,,,,287
34,-18909,-17650,FALSE,CP099999.1,CP099999.1_34,ORF17,381.5,1e-116,291,1259
35,-19259,-18909,FALSE,CP099999.1,CP099999.1_35,unknown,,,,350
36,-20130,-19456,FALSE,CP099999.1,CP099999.1_36,unknown,,,,674
37,-20724,-20320,FALSE,CP099999.1,CP099999.1_37,unknown,,,,404
38,-21869,-20805,FALSE,CP099999.1,CP099999.1_38,ORF10,313.9,5.9e-96,329,1064
39,-22742,-21975,FALSE,CP099999.1,CP099999.1_39,ORF8,309.7,5e-95,260,767
40,-24263,-22746,FALSE,CP099999.1,CP099999.1_40,unknown,,,,1517
41,-27889,-24260,FALSE,CP099999.1,CP099999.1_41,ORF6,1034.7,0,1161,3629
42,-28702,-27956,FALSE,CP099999.1,CP099999.1_42,unknown,,,,746
43,-29163,-28966,TRUE,CP099999.1,CP099999.1_43,unknown,,,,197
44,-29990,-29625,TRUE,CP099999.1,CP099999.1_44,unknown,,,,365
45,-30456,-30001,FALSE,CP099999.1,CP099999.1_45,unknown,,,,455
46,-30936,-30661,FALSE,CP099999.1,CP099999.1_46,unknown,,,,275
1,1,852,TRUE,CP100004.1,CP100004.1_1,unknown,,,,851
2,849,1613,TRUE,CP100004.1,CP100004.1_2,ORF8,143,8.6e-44,242,764
3,1623,5567,TRUE,CP100004.1,CP100004.1_3,ORF6,1166.6,0,1169,3944
4,5745,6728,TRUE,CP100004.1,CP100004.1_4,ORF10,265.8,5.9e-81,325,983
5,6736,6996,TRUE,CP100004.1,CP100004.1_5,unknown,,,,260
6,7087,7728,TRUE,CP100004.1,CP100004.1_6,unknown,,,,641
7,7725,7982,TRUE,CP100004.1,CP100004.1_7,unknown,,,,257
8,7982,8515,TRUE,CP100004.1,CP100004.1_8,unknown,,,,533
9,8518,8835,TRUE,CP100004.1,CP100004.1_9,unknown,,,,317
10,8868,9764,TRUE,CP100004.1,CP100004.1_10,ORF17,390.9,3.3e-119,284,896
11,9761,10012,TRUE,CP100004.1,CP100004.1_11,unknown,,,,251
12,10013,10300,TRUE,CP100004.1,CP100004.1_12,unknown,,,,287
13,10424,11599,TRUE,CP100004.1,CP100004.1_13,unknown,,,,1175
14,11589,11864,TRUE,CP100004.1,CP100004.1_14,unknown,,,,275
15,11861,12469,TRUE,CP100004.1,CP100004.1_15,ORF21,200,3e-61,188,608
16,12462,13490,TRUE,CP100004.1,CP100004.1_16,unknown,,,,1028
17,13487,14737,TRUE,CP100004.1,CP100004.1_17,ORF23,530.8,2.1e-161,408,1250
18,14737,15030,TRUE,CP100004.1,CP100004.1_18,unknown,,,,293
19,15030,16526,TRUE,CP100004.1,CP100004.1_19,ORF24,589.2,5.6e-179,504,1496
20,16618,16818,FALSE,CP100004.1,CP100004.1_20,unknown,,,,200
21,16927,17256,TRUE,CP100004.1,CP100004.1_21,unknown,,,,329
22,17418,19796,TRUE,CP100004.1,CP100004.1_22,unknown,,,,2378
23,19814,20788,TRUE,CP100004.1,CP100004.1_23,unknown,,,,974
24,20790,21443,FALSE,CP100004.1,CP100004.1_24,unknown,,,,653
66,42828,43313,FALSE,CP101158.1,CP101158.1_66,unknown,,,,485
67,43576,43710,FALSE,CP101158.1,CP101158.1_67,unknown,,,,134
68,43951,44979,FALSE,CP101158.1,CP101158.1_68,unknown,,,,1028
69,45114,45575,FALSE,CP101158.1,CP101158.1_69,unknown,,,,461
70,45925,46710,TRUE,CP101158.1,CP101158.1_70,unknown,,,,785
71,46781,47740,TRUE,CP101158.1,CP101158.1_71,unknown,,,,959
72,47743,47946,FALSE,CP101158.1,CP101158.1_72,unknown,,,,203
73,48271,48969,TRUE,CP101158.1,CP101158.1_73,unknown,,,,698
74,49065,52772,TRUE,CP101158.1,CP101158.1_74,ORF6,1055.7,0,1171,3707
75,52769,54373,TRUE,CP101158.1,CP101158.1_75,unknown,,,,1604
76,54379,55242,TRUE,CP101158.1,CP101158.1_76,ORF8,294.5,4.1e-90,257,863
77,55380,56483,TRUE,CP101158.1,CP101158.1_77,ORF10,220.2,3.5e-67,323,1103
78,56491,56757,TRUE,CP101158.1,CP101158.1_78,unknown,,,,266
79,56854,57294,TRUE,CP101158.1,CP101158.1_79,unknown,,,,440
80,57301,57447,TRUE,CP101158.1,CP101158.1_80,unknown,,,,146
81,57461,58249,TRUE,CP101158.1,CP101158.1_81,unknown,,,,788
82,58246,58617,TRUE,CP101158.1,CP101158.1_82,unknown,,,,371
83,58617,58922,TRUE,CP101158.1,CP101158.1_83,unknown,,,,305
84,58919,59947,TRUE,CP101158.1,CP101158.1_84,ORF17,316.2,1.4e-96,294,1028
85,59944,60183,TRUE,CP101158.1,CP101158.1_85,unknown,,,,239
86,60183,60464,TRUE,CP101158.1,CP101158.1_86,unknown,,,,281
87,60611,60853,TRUE,CP101158.1,CP101158.1_87,unknown,,,,242
88,60865,61461,TRUE,CP101158.1,CP101158.1_88,ORF21,209.8,2.3e-64,195,596
89,61458,62501,TRUE,CP101158.1,CP101158.1_89,unknown,,,,1043
90,62498,63811,TRUE,CP101158.1,CP101158.1_90,ORF23,496.5,4.2e-151,411,1313
91,63813,65522,TRUE,CP101158.1,CP101158.1_91,ORF24,554.8,1.1e-168,496,1709
92,65533,66594,FALSE,CP101158.1,CP101158.1_92,unknown,,,,1061
93,66666,69146,TRUE,CP101158.1,CP101158.1_93,unknown,,,,2480
94,69575,70483,FALSE,CP101158.1,CP101158.1_94,unknown,,,,908
95,70652,72235,FALSE,CP101158.1,CP101158.1_95,unknown,,,,1583
96,72340,73173,TRUE,CP101158.1,CP101158.1_96,unknown,,,,833
3050,2910598,2911011,TRUE,CP101161.1,CP101161.1_3050,unknown,,,,413
3051,2911019,2912089,FALSE,CP101161.1,CP101161.1_3051,unknown,,,,1070
3052,2912146,2912400,FALSE,CP101161.1,CP101161.1_3052,unknown,,,,254
3053,2912750,2913766,FALSE,CP101161.1,CP101161.1_3053,unknown,,,,1016
3054,2914331,2914615,TRUE,CP101161.1,CP101161.1_3054,unknown,,,,284
3055,2916139,2920074,TRUE,CP101161.1,CP101161.1_3055,ORF6,839.2,1.5e-252,1223,3935
3056,2920071,2921675,TRUE,CP101161.1,CP101161.1_3056,unknown,,,,1604
3057,2921678,2922469,TRUE,CP101161.1,CP101161.1_3057,ORF8,112.3,4.4e-33,256,791
3058,2922614,2923624,TRUE,CP101161.1,CP101161.1_3058,ORF10,241.4,3.3e-72,323,1010
3059,2923637,2924332,TRUE,CP101161.1,CP101161.1_3059,unknown,,,,695
3060,2924329,2924592,TRUE,CP101161.1,CP101161.1_3060,unknown,,,,263
3061,2925001,2925882,TRUE,CP101161.1,CP101161.1_3061,ORF17,342.6,3.6e-103,280,881
3062,2925879,2926109,TRUE,CP101161.1,CP101161.1_3062,unknown,,,,230
3063,2926106,2926372,TRUE,CP101161.1,CP101161.1_3063,unknown,,,,266
3064,2926477,2926749,TRUE,CP101161.1,CP101161.1_3064,unknown,,,,272
3065,2926742,2927299,TRUE,CP101161.1,CP101161.1_3065,ORF21,193.2,8.2e-58,167,557
3066,2927299,2928312,TRUE,CP101161.1,CP101161.1_3066,unknown,,,,1013
3067,2928543,2929625,TRUE,CP101161.1,CP101161.1_3067,ORF23,480.7,7.4e-145,359,1082
3068,2929625,2931403,TRUE,CP101161.1,CP101161.1_3068,ORF24,564.9,2.8e-170,495,1778
3069,2931423,2933819,TRUE,CP101161.1,CP101161.1_3069,unknown,,,,2396
3070,2934836,2936833,FALSE,CP101161.1,CP101161.1_3070,unknown,,,,1997
3071,2936830,2937159,FALSE,CP101161.1,CP101161.1_3071,unknown,,,,329
3072,2937156,2937830,FALSE,CP101161.1,CP101161.1_3072,unknown,,,,674
3073,2937827,2938117,FALSE,CP101161.1,CP101161.1_3073,unknown,,,,290
23,-11191,-10592,FALSE,CP119801.1,CP119801.1_23,unknown,,,,599
24,-12867,-11317,TRUE,CP119801.1,CP119801.1_24,unknown,,,,1550
25,-14150,-13191,FALSE,CP119801.1,CP119801.1_25,unknown,,,,959
26,-16601,-14157,FALSE,CP119801.1,CP119801.1_26,unknown,,,,2444
27,-16899,-16591,FALSE,CP119801.1,CP119801.1_27,unknown,,,,308
28,-18722,-16899,FALSE,CP119801.1,CP119801.1_28,ORF24,648.6,2.9e-197,520,1823
29,-20104,-18725,FALSE,CP119801.1,CP119801.1_29,ORF23,546.3,2.2e-166,421,1379
30,-21167,-20118,FALSE,CP119801.1,CP119801.1_30,unknown,,,,1049
31,-21895,-21164,FALSE,CP119801.1,CP119801.1_31,ORF21,224.9,3.7e-69,190,731
32,-22187,-21900,FALSE,CP119801.1,CP119801.1_32,unknown,,,,287
33,-22579,-22289,FALSE,CP119801.1,CP119801.1_33,unknown,,,,290
34,-22800,-22576,FALSE,CP119801.1,CP119801.1_34,unknown,,,,224
35,-23711,-22794,FALSE,CP119801.1,CP119801.1_35,ORF17,397.1,2.2e-121,286,917
36,-24028,-23708,FALSE,CP119801.1,CP119801.1_36,unknown,,,,320
37,-24362,-24033,FALSE,CP119801.1,CP119801.1_37,unknown,,,,329
38,-24767,-24369,FALSE,CP119801.1,CP119801.1_38,unknown,,,,398
39,-24973,-24770,FALSE,CP119801.1,CP119801.1_39,unknown,,,,203
40,-25740,-24973,FALSE,CP119801.1,CP119801.1_40,unknown,,,,767
41,-26175,-25759,FALSE,CP119801.1,CP119801.1_41,unknown,,,,416
42,-27392,-26274,FALSE,CP119801.1,CP119801.1_42,ORF10,325.9,1.5e-99,331,1118
43,-28409,-27630,FALSE,CP119801.1,CP119801.1_43,ORF8,353.2,3.3e-108,259,779
44,-29983,-28412,FALSE,CP119801.1,CP119801.1_44,unknown,,,,1571
45,-33093,-29983,FALSE,CP119801.1,CP119801.1_45,ORF6,1158.1,0,953,3110
46,-33846,-33247,FALSE,CP119801.1,CP119801.1_46,unknown,,,,599
47,-34349,-34149,TRUE,CP119801.1,CP119801.1_47,unknown,,,,200
48,-35103,-34906,FALSE,CP119801.1,CP119801.1_48,unknown,,,,197
49,-35650,-35345,FALSE,CP119801.1,CP119801.1_49,unknown,,,,305
50,-35766,-35647,FALSE,CP119801.1,CP119801.1_50,unknown,,,,119
22,-11275,-10955,TRUE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_22,unknown,,,,320
23,-12797,-11529,TRUE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_23,unknown,,,,1268
24,-14838,-13177,TRUE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_24,unknown,,,,1661
25,-16229,-15258,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_25,unknown,,,,971
26,-18718,-16238,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_26,unknown,,,,2480
27,-20714,-18816,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_27,ORF24,338.9,1e-103,24,1898
28,-22084,-20714,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_28,ORF23,362.3,7.1e-111,426,1370
29,-23154,-22084,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_29,unknown,,,,1070
30,-23896,-23144,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_30,ORF21,187.5,5.1e-58,173,752
31,-24161,-23889,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_31,unknown,,,,272
32,-24619,-24344,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_32,unknown,,,,275
33,-24892,-24620,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_33,unknown,,,,272
34,-25832,-24906,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_34,ORF17,299.5,5.7e-92,280,926
35,-26201,-25839,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_35,unknown,,,,362
36,-26345,-26205,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_36,unknown,,,,140
37,-27088,-26414,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_37,unknown,,,,674
38,-27478,-27215,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_38,unknown,,,,263
39,-28845,-27814,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_39,ORF10,177.4,1.1e-54,329,1031
40,-29698,-29012,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_40,unknown,,,,686
41,-30504,-29800,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_41,unknown,,,,704
42,-31511,-30504,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_42,unknown,,,,1007
43,-32383,-31601,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_43,ORF8,122.8,3.1e-38,247,782
44,-33154,-32387,FALSE,Eyre_NODE_236,Eyre_NODE_236_length_33155_cov_19.932_44,unknown,,,,767
4,3448,3720,FALSE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_4,unknown,,,,272
5,3866,4240,FALSE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_5,unknown,,,,374
6,4412,4702,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_6,unknown,,,,290
7,5023,5259,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_7,unknown,,,,236
8,5518,6183,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_8,unknown,,,,665
9,6199,9729,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_9,ORF6,561.3,1.7e-170,212,3530
10,9726,11339,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_10,unknown,,,,1613
11,11336,12145,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_11,ORF8,105,1.1e-32,235,809
12,12323,13282,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_12,unknown,,,,959
13,13287,14498,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_13,unknown,,,,1211
14,14507,15604,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_14,unknown,,,,1097
15,15803,16837,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_15,ORF10,175,7.6e-54,312,1034
16,16840,17103,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_16,unknown,,,,263
17,17229,17903,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_17,unknown,,,,674
18,17972,18112,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_18,unknown,,,,140
19,18116,18478,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_19,unknown,,,,362
20,18485,19423,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_20,ORF17,294.3,2.7e-90,283,938
21,19437,19709,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_21,unknown,,,,272
22,19710,19985,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_22,unknown,,,,275
23,20168,20440,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_23,unknown,,,,272
24,20433,21185,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_24,ORF21,185.8,2.1e-57,173,752
25,21172,22245,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_25,unknown,,,,1073
26,22245,23612,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_26,ORF23,358.7,1.1e-109,425,1367
27,23612,25495,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_27,ORF24,331.6,2.1e-101,24,1883
28,25595,28075,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_28,unknown,,,,2480
29,28083,29054,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_29,unknown,,,,971
30,29494,31155,FALSE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_30,unknown,,,,1661
31,31545,32807,FALSE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_31,unknown,,,,1262
32,33209,34501,TRUE,Eyresouth_NODE_101,Eyresouth_NODE_101_length_48437_cov_7.17035_32,unknown,,,,1292
14,7801,8106,TRUE,FNFE01000011.1,FNFE01000011.1_14,unknown,,,,305
15,8312,9553,FALSE,FNFE01000011.1,FNFE01000011.1_15,unknown,,,,1241
16,9607,10242,FALSE,FNFE01000011.1,FNFE01000011.1_16,unknown,,,,635
17,10396,10590,FALSE,FNFE01000011.1,FNFE01000011.1_17,unknown,,,,194
18,10882,11478,TRUE,FNFE01000011.1,FNFE01000011.1_18,unknown,,,,596
19,11488,14820,TRUE,FNFE01000011.1,FNFE01000011.1_19,ORF6,1120.7,0,1182,3332
20,14830,16332,TRUE,FNFE01000011.1,FNFE01000011.1_20,unknown,,,,1502
21,16341,17195,TRUE,FNFE01000011.1,FNFE01000011.1_21,ORF8,316.9,3.7e-97,259,854
22,17202,18389,TRUE,FNFE01000011.1,FNFE01000011.1_22,ORF8,157.9,1.2e-48,45,1187
23,18392,20248,TRUE,FNFE01000011.1,FNFE01000011.1_23,unknown,,,,1856
24,20527,21534,TRUE,FNFE01000011.1,FNFE01000011.1_24,ORF10,243.9,1.3e-74,308,1007
25,21635,22033,TRUE,FNFE01000011.1,FNFE01000011.1_25,unknown,,,,398
26,21887,22180,FALSE,FNFE01000011.1,FNFE01000011.1_26,unknown,,,,293
27,22217,22918,TRUE,FNFE01000011.1,FNFE01000011.1_27,unknown,,,,701
28,22931,23119,TRUE,FNFE01000011.1,FNFE01000011.1_28,unknown,,,,188
29,23135,23485,TRUE,FNFE01000011.1,FNFE01000011.1_29,unknown,,,,350
30,23542,24750,TRUE,FNFE01000011.1,FNFE01000011.1_30,ORF17,387.6,1.6e-118,295,1208
31,24747,25049,TRUE,FNFE01000011.1,FNFE01000011.1_31,unknown,,,,302
32,25042,25356,TRUE,FNFE01000011.1,FNFE01000011.1_32,unknown,,,,314
33,25403,25639,TRUE,FNFE01000011.1,FNFE01000011.1_33,unknown,,,,236
34,25636,26298,TRUE,FNFE01000011.1,FNFE01000011.1_34,ORF21,231.3,3.7e-71,199,662
35,26307,27287,TRUE,FNFE01000011.1,FNFE01000011.1_35,unknown,,,,980
36,27297,28655,TRUE,FNFE01000011.1,FNFE01000011.1_36,ORF23,557.3,9.4e-170,429,1358
37,28658,30634,TRUE,FNFE01000011.1,FNFE01000011.1_37,ORF24,710.1,6.2e-216,522,1976
38,30639,30881,TRUE,FNFE01000011.1,FNFE01000011.1_38,unknown,,,,242
39,30887,33331,TRUE,FNFE01000011.1,FNFE01000011.1_39,unknown,,,,2444
40,33544,33918,TRUE,FNFE01000011.1,FNFE01000011.1_40,unknown,,,,374
41,33853,34047,FALSE,FNFE01000011.1,FNFE01000011.1_41,unknown,,,,194
42,34233,34391,TRUE,FNFE01000011.1,FNFE01000011.1_42,unknown,,,,158
34,-29134,-28838,FALSE,FOXI01000018.1,FOXI01000018.1_34,unknown,,,,296
35,-31686,-29332,FALSE,FOXI01000018.1,FOXI01000018.1_35,unknown,,,,2354
36,-32355,-31894,TRUE,FOXI01000018.1,FOXI01000018.1_36,unknown,,,,461
37,-33429,-32698,FALSE,FOXI01000018.1,FOXI01000018.1_37,unknown,,,,731
38,-34216,-33560,FALSE,FOXI01000018.1,FOXI01000018.1_38,unknown,,,,656
39,-35824,-34238,FALSE,FOXI01000018.1,FOXI01000018.1_39,ORF24,641.8,2e-195,503,1586
40,-37098,-35824,FALSE,FOXI01000018.1,FOXI01000018.1_40,ORF23,588.9,1.6e-179,427,1274
41,-37346,-37098,FALSE,FOXI01000018.1,FOXI01000018.1_41,unknown,,,,248
42,-38362,-37346,FALSE,FOXI01000018.1,FOXI01000018.1_42,unknown,,,,1016
43,-38956,-38363,FALSE,FOXI01000018.1,FOXI01000018.1_43,ORF21,186.2,1.5e-57,183,593
44,-39172,-38972,FALSE,FOXI01000018.1,FOXI01000018.1_44,unknown,,,,200
45,-39548,-39267,FALSE,FOXI01000018.1,FOXI01000018.1_45,unknown,,,,281
46,-39794,-39549,FALSE,FOXI01000018.1,FOXI01000018.1_46,unknown,,,,245
47,-40694,-39804,FALSE,FOXI01000018.1,FOXI01000018.1_47,ORF17,398.1,6.8e-122,290,890
48,-40945,-40694,FALSE,FOXI01000018.1,FOXI01000018.1_48,unknown,,,,251
49,-41537,-40992,FALSE,FOXI01000018.1,FOXI01000018.1_49,unknown,,,,545
50,-42166,-41534,FALSE,FOXI01000018.1,FOXI01000018.1_50,unknown,,,,632
51,-42910,-42383,FALSE,FOXI01000018.1,FOXI01000018.1_51,unknown,,,,527
52,-44006,-42984,FALSE,FOXI01000018.1,FOXI01000018.1_52,ORF10,249.6,1.5e-76,326,1022
53,-44811,-44107,FALSE,FOXI01000018.1,FOXI01000018.1_53,ORF8,164.6,6.8e-51,236,704
54,-46412,-44814,FALSE,FOXI01000018.1,FOXI01000018.1_54,unknown,,,,1598
55,-46955,-46419,FALSE,FOXI01000018.1,FOXI01000018.1_55,ORF6,133.3,2.6e-41,175,536
1,2,1678,TRUE,Frome_NODE_383,Frome_NODE_383_length_24936_cov_4.316346_1,ORF6,368.8,9.2e-113,467,1676
2,1675,3288,TRUE,Frome_NODE_383,Frome_NODE_383_length_24936_cov_4.316346_2,unknown,,,,1613
3,3285,4097,TRUE,Frome_NODE_383,Frome_NODE_383_length_24936_cov_4.316346_3,ORF8,102.5,2.5e-32,235,812
4,4274,5233,TRUE,Frome_NODE_383,Frome_NODE_383_length_24936_cov_4.316346_4,unknown,,,,959
5,5238,6449,TRUE,Frome_NODE_383,Frome_NODE_383_length_24936_cov_4.316346_5,unknown,,,,1211
6,6458,7555,TRUE,Frome_NODE_383,Frome_NODE_383_length_24936_cov_4.316346_6,unknown,,,,1097
7,7754,8788,TRUE,Frome_NODE_383,Frome_NODE_383_length_24936_cov_4.316346_7,ORF10,178.3,3e-55,308,1034
8,8791,9054,TRUE,Frome_NODE_383,Frome_NODE_383_length_24936_cov_4.316346_8,unknown,,,,263
